region;spp_name;latin_name;rfmo;rfmo_stock_id;x3a_code;worms_aphia_id;fides_area;area;area_bis;tac_area_description;comments;latin_name_join;area_rdb;include_in_table_2.1;comments_dev;area_rdbes
Mediterranean and Black Sea;European sprat;Sprattus sprattus;GFCM;NA;SPR;126425;F3742C;GSAs 28-29;37_4_1,37_4_2;;FIDES match;Sprattus sprattus;37_4_1,37_4_2;yes;;37.4.1,37.4.2
Mediterranean and Black Sea;Picked dogfish;Squalus acanthias;GFCM;NA;DGS;105923;NoTAC;GSAs 28-29;37_4_1,37_4_2;;;Squalus acanthias;37_4_1,37_4_2;yes;;37.4.1,37.4.2
Mediterranean and Black Sea;Mantis shrimp;Squilla mantis;GFCM;NA;MTS;136137;NoTAC;GSAs 17-18;37_2_2;;;Squilla mantis;37_2_2;yes;;37.2.2
Mediterranean and Black Sea;Mediterranean horse mackerel;Trachurus mediterraneus;GFCM;NA;HMM;126820;NoTAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;Trachurus mediterraneus;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;yes;;37.1.1,37.1.2,37.1.3,37.2.1,37.2.2,37.3.1,37.3.2,37.4.1,37.4.2
Mediterranean and Black Sea;Blue jack mackerel;Trachurus picturatus;GFCM;NA;JAA;126821;NoTAC;GSAs 1-11;37_1_1;;;Trachurus picturatus;37_1_1;yes;;37.1.1
Mediterranean and Black Sea;Atlantic horse mackerel;Trachurus trachurus;GFCM;NA;HOM;126822;NoTAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;Trachurus trachurus;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;yes;;37.1.1,37.1.2,37.1.3,37.2.1,37.2.2,37.3.1,37.3.2,37.4.1,37.4.2
Mediterranean and Black Sea;Poor cod;Trisopterus minutus;GFCM;NA;POD;126446;NoTAC;GSAs 1-29;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;;;Trisopterus minutus;37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2;yes;;37.1.1,37.1.2,37.1.3,37.2.1,37.2.2,37.3.1,37.3.2,37.4.1,37.4.2
Mediterranean and Black Sea;Clam;Veneridae;GFCM;NA;CLV;243;NoTAC;GSAs 6, 13-21;37_1_1,37_2_2;;;Veneridae;37_1_1,37_2_2;yes;;37.1.1,37.2.2
Outermost regions;Limpets;Patellidae;NONE;NA;LPZ;113;NoTAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;Patellidae;27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,34.1.2;yes;;27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,34.1.2
Outermost regions;Sardine;Sardina pilchardus;NONE;NA;PIL;126421;NoTAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;Sardina pilchardus;27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,34.1.2;yes;;27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,34.1.2
Outermost regions;Sardinella;Sardinella aurita;NONE;NA;SAA;126422;NoTAC;Canary/Madeira EEZ;34_1_2;;;Sardinella aurita;34.1.2;yes;;34.1.2
Outermost regions;Sardinella;Sardinella maderensis;NONE;NA;SAE;126423;NoTAC;Azores EEZ;27_10;;;Sardinella maderensis;27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2;yes;;27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b
Outermost regions;Parrotfish;Sparisoma cretense;NONE;NA;PRR;231441;NoTAC;Azores EEZ, Canary/Madeira EEZ;27_10,34_1_2;;;Sparisoma cretense;27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,34.1.2;yes;;27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,34.1.2
Outermost regions;Softhead sea catfish;Amphiarius rugispinis;NONE;NA;AWR;279587;NoTAC;French Guiana EEZ;31;;;Amphiarius rugispinis;31;yes;;31
Outermost regions;Kumakuma;Brachyplatystoma filamentosum;NONE;NA;BPF;279984;NoTAC;French Guiana EEZ;31;;;Brachyplatystoma filamentosum;31;yes;;31
Outermost regions;Crevalle jack;Caranx hippos;NONE;NA;CVJ;126803;NoTAC;French Guiana EEZ;31;;;Caranx hippos;31;yes;;31
Outermost regions;Snooks;Centropomus unionensis, Centropomus armatus, Centropomus ensiferus, Centropomus medius, Centropomus nigrescens, Centropomus parallelus, Centropomus pectinatus, Centropomus robalito, Centropomus undecimalis, Centropomus viridis, Centropomus mexicanus, Centropomus, Centropomus spp;NONE;NA;EPJ, EPU, EPN, EPD, EPG, EPP, EPS, EPL, SNO, JPV, JPM, ROB;170001002501, 170001002502, 170001002503, 170001002504, 170001002506, 170001002507, 170001002508, 170001002509, 170001002510, 170001002511, 170001002512;NoTAC;French Guiana EEZ;31;;;Centropomus unionensis,Centropomus armatus,Centropomus ensiferus,Centropomus medius,Centropomus nigrescens,Centropomus parallelus,Centropomus pectinatus,Centropomus robalito,Centropomus undecimalis,Centropomus viridis,Centropomus mexicanus,Centropomus,Centropomus spp;31;yes;;31
Outermost regions;Acoupa weakfish;Cynoscion acoupa;NONE;NA;YNA;276074;NoTAC;French Guiana EEZ;31;;;Cynoscion acoupa;31;yes;;31
Outermost regions;Smalltooth weakfish;Cynoscion steindachneri;NONE;NA;WKB;276091;NoTAC;French Guiana EEZ;31;;;Cynoscion steindachneri;31;yes;;31
Outermost regions;Green weakfish;Cynoscion virescens;NONE;NA;YNV;276094;NoTAC;French Guiana EEZ;31;;;Cynoscion virescens;31;yes;;31
Outermost regions;Atlantic goliath grouper;Epinephelus itajara;NONE;NA;EET;159353;NoTAC;French Guiana EEZ;31;;;Epinephelus itajara;31;yes;;31
Outermost regions;Torroto grunt;Genyatremus luteus;NONE;NA;GEU;280829;NoTAC;French Guiana EEZ;31;;;Genyatremus luteus;31;yes;;31
Outermost regions;Tripletail;Lobotes surinamensis;NONE;NA;LOB;126973;NoTAC;French Guiana EEZ;31;;;Lobotes surinamensis;31;yes;;31
Outermost regions;Houndsharks, smoothhounds nei;Lutjanus purpureus;NONE;NA;SNC,SNA;276547;NoTAC;French Guiana EEZ;31;;;Lutjanus purpureus;31;yes;;31
Outermost regions;King weakfish;Macrodon ancylodon;NONE;NA;WKK;281477;NoTAC;French Guiana EEZ;31;;;Macrodon ancylodon;31;yes;;31
Outermost regions;Tarpon;Megalops atlanticus;NONE;NA;TAR;126430;NoTAC;French Guiana EEZ;31;;;Megalops atlanticus;31;yes;;31
Outermost regions;Penaeus shrimp;Penaeus subtilis;NONE;NA;PEN;762829;FGU.;French Guiana EEZ;31;;FIDES match;Penaeus subtilis;31;yes;;31
Outermost regions;South American silver croaker;Plagioscion squamosissimus;NONE;NA;LGQ;990098;NoTAC;French Guiana EEZ;31;;;Plagioscion squamosissimus;31;yes;;31
Outermost regions;Gillbacker sea catfish;Sciades parkeri;NONE;NA;AWP;712442;NoTAC;French Guiana EEZ;31;;;Sciades parkeri;31;yes;;31
Outermost regions;Crucifix sea catfish;Sciades proops;NONE;NA;AXP;282702;NoTAC;French Guiana EEZ;31;;;Sciades proops;31;yes;;31
Outermost regions;Seerfishes nei;Scomberomorus sinensis, Scomberomorus commerson, Scomberomorus guttatus, Scomberomorus lineolatus, Scomberomorus cavalla, Scomberomorus maculatus, Scomberomorus regalis, Scomberomorus sierra, Scomberomorus queenslandicus, Scomberomorus tritor, Scomberomorus niphonius, Scomberomorus semifasciatus, Scomberomorus brasiliensis, Scomberomorus koreanus, Scomberomorus concolor, Scomberomorus multiradiatus, Scomberomorus plurilineatus, Scomberomorus munroi, Scomberomorus, Scomberomorus spp;NONE;NA;CHY, COM, GUT, STS, KGM, SSM, CER, SIE, QUM, MAW, NPH, BBM, BRS, KOS, MOS, PAP, KAK, ASM, KGX;175001001501, 175001001503, 175001001504, 175001001505, 175001001506, 175001001507, 175001001508, 175001001509, 175001001510, 175001001511, 175001001512, 175001001513, 175001001515, 175001001516, 175001001517, 175001001518, 175001001519, 175001001520;NoTAC;French Guiana EEZ;31;;;Scomberomorus sinensis,Scomberomorus commerson,Scomberomorus guttatus,Scomberomorus lineolatus,Scomberomorus cavalla,Scomberomorus maculatus,Scomberomorus regalis,Scomberomorus sierra,Scomberomorus queenslandicus,Scomberomorus tritor,Scomberomorus niphonius,Scomberomorus semifasciatus,Scomberomorus brasiliensis,Scomberomorus koreanus,Scomberomorus concolor,Scomberomorus multiradiatus,Scomberomorus plurilineatus,Scomberomorus munroi,Scomberomorus,Scomberomorus spp;31;yes;;31
Outermost regions;Honeycomb cowfish;Acanthostracion polygonius;NONE;NA;BXF;158919;NoTAC;Guadeloupe and Martinique EEZ;31;;;Acanthostracion polygonius;31;yes;;31
Outermost regions;Scrawled cowfish;Acanthostracion quadricornis;NONE;NA;BXF;158920;NoTAC;Guadeloupe and Martinique EEZ;31;;;Acanthostracion quadricornis;31;yes;;31
Outermost regions;Ocean surgeon;Acanthurus bahianus;NONE;NA;SUR;159578;NoTAC;Guadeloupe and Martinique EEZ;31;;;Acanthurus bahianus;31;yes;;31
Outermost regions;Doctorfish;Acanthurus chirurgus;NONE;NA;SUR;159580;NoTAC;Guadeloupe and Martinique EEZ;31;;;Acanthurus chirurgus;31;yes;;31
Outermost regions;Scribbled leatherjac. Filefish;Aluterus scriptus;NONE;NA;FFX;159491;NoTAC;Guadeloupe and Martinique EEZ;31;;;Aluterus scriptus;31;yes;;31
Outermost regions;Black margate;Anisotremus surinamensis;NONE;NA;HNU;279623;NoTAC;Guadeloupe and Martinique EEZ;31;;;Anisotremus surinamensis;31;yes;;31
Outermost regions;Batoid fishes nei;Batoidimorpha (Hypotremata);NONE;NA;BAI;NA;NoTAC;Guadeloupe and Martinique EEZ;31;;;Batoidimorpha (Hypotremata);31;yes;;31
Outermost regions;Queen triggerfish;Balistes vetula;NONE;NA;TRI;127397;NoTAC;Guadeloupe and Martinique EEZ;31;;;Balistes vetula;31;yes;;31
Outermost regions;Jolthead porgy;Calamus bajonado;NONE;NA;CBD;159241;NoTAC;Guadeloupe and Martinique EEZ;31;;;Calamus bajonado;31;yes;;31
Outermost regions;American whitespotted filefish;Cantherhines macrocerus;NONE;NA;FFX;276250;NoTAC;Guadeloupe and Martinique EEZ;31;;;Cantherhines macrocerus;31;yes;;31
Outermost regions;Ocean triggerfish;Canthidermis sufflamen;NONE;NA;TRI;127399;NoTAC;Guadeloupe and Martinique EEZ;31;;;Canthidermis sufflamen;31;yes;;31
Outermost regions;Yellow jack;Caranx bartholomaei;NONE;NA;CGX;302312;NoTAC;Guadeloupe and Martinique EEZ;31;;;Caranx bartholomaei;31;yes;;31
Outermost regions;Horse-eye jack;Caranx latus;NONE;NA;CGX;126804;NoTAC;Guadeloupe and Martinique EEZ;31;;;Caranx latus;31;yes;;31
Outermost regions;Bar jack;Caranx ruber;NONE;NA;CGX;302432;NoTAC;Guadeloupe and Martinique EEZ;31;;;Caranx ruber;31;yes;;31
Outermost regions;Graysby;Cephalopholis cruentata;NONE;NA;CFL,USB;279146;NoTAC;Guadeloupe and Martinique EEZ;31;;;Cephalopholis cruentata;31;yes;;31
Outermost regions;Coney;Cephalopholis fulva;NONE;NA;CFJ,USB;279148;NoTAC;Guadeloupe and Martinique EEZ;31;;;Cephalopholis fulva;31;yes;;31
Outermost regions;Rock hind;Epinephelus adscensionis;NONE;NA;GPX;159351;NoTAC;Guadeloupe and Martinique EEZ;31;;;Epinephelus adscensionis;31;yes;;31
Outermost regions;Red hind;Epinephelus guttatus;NONE;NA;GPX;159352;NoTAC;Guadeloupe and Martinique EEZ;31;;;Epinephelus guttatus;31;yes;;31
Outermost regions;Nassau grouper;Epinephelus striatus;NONE;NA;GPN;159222;NoTAC;Guadeloupe and Martinique EEZ;31;;;Epinephelus striatus;31;yes;;31
Outermost regions;Queen snapper;Etelis oculatus;NONE;NA;EEO;159789;NoTAC;Guadeloupe and Martinique EEZ;31;;;Etelis oculatus;31;yes;;31
Outermost regions;Caesar grunt;Haemulon carbonarium;NONE;NA;HLC,GRX;275724;NoTAC;Guadeloupe and Martinique EEZ;31;;;Haemulon carbonarium;31;yes;;31
Outermost regions;French grunt;Haemulon flavolineatum;NONE;NA;HLV,GRX;275727;NoTAC;Guadeloupe and Martinique EEZ;31;;;Haemulon flavolineatum;31;yes;;31
Outermost regions;Sailor's grunt;Haemulon parra;NONE;NA;HLP,GRX;275731;NoTAC;Guadeloupe and Martinique EEZ;31;;;Haemulon parra;31;yes;;31
Outermost regions;White grunt;Haemulon plumierii;NONE;NA;HLI,GRX;158808;NoTAC;Guadeloupe and Martinique EEZ;31;;;Haemulon plumierii;31;yes;;31
Outermost regions;Bluestriped grunt;Haemulon sciurus;NONE;NA;HHI,GRX;275733;NoTAC;Guadeloupe and Martinique EEZ;31;;;Haemulon sciurus;31;yes;;31
Outermost regions;Mutton snapper;Lutjanus analis;NONE;NA;LJN,SNA;159792;NoTAC;Guadeloupe and Martinique EEZ;31;;;Lutjanus analis;31;yes;;31
Outermost regions;Schoolmaster snapper;Lutjanus apodus;NONE;NA;LJP,SNA;159793;NoTAC;Guadeloupe and Martinique EEZ;31;;;Lutjanus apodus;31;yes;;31
Outermost regions;Dog snapper;Lutjanus jocu;NONE;NA;LJJ,SNA;159798;NoTAC;Guadeloupe and Martinique EEZ;31;;;Lutjanus jocu;31;yes;;31
Outermost regions;Silk snapper;Lutjanus vivanus;NONE;NA;LTJ,SNA;159801;NoTAC;Guadeloupe and Martinique EEZ;31;;;Lutjanus vivanus;31;yes;;31
Outermost regions;Yellow goatfish;Mulloidichthys martinicus;NONE;NA;YMZ;277991;NoTAC;Guadeloupe and Martinique EEZ;31;;;Mulloidichthys martinicus;31;yes;;31
Outermost regions;Yellowtail snapper;Ocyurus chrysurus;NONE;NA;SNY;159803;NoTAC;Guadeloupe and Martinique EEZ;31;;;Ocyurus chrysurus;31;yes;;31
Outermost regions;Green spiny lobster;Panulirus argus;NONE;NA;SLC;382891;NoTAC;Guadeloupe and Martinique EEZ;31;;;Panulirus argus;31;yes;;31
Outermost regions;Spotted spiny lobster;Panulirus guttatus;NONE;NA;NLG;382896;NoTAC;Guadeloupe and Martinique EEZ;31;;;Panulirus guttatus;31;yes;;31
Outermost regions;Keeltail needlefish;Platybelone argalus;NONE;NA;PTA;126377;NoTAC;Guadeloupe and Martinique EEZ;31;;;Platybelone argalus;31;yes;;31
Outermost regions;Atlantic bigeye;Priacanthus arenatus;NONE;NA;PQR;127005;NoTAC;Guadeloupe and Martinique EEZ;31;;;Priacanthus arenatus;31;yes;;31
Outermost regions;Spotted goatfish;Pseudupeneus maculatus;NONE;NA;UDU,MUX;159421;NoTAC;Guadeloupe and Martinique EEZ;31;;;Pseudupeneus maculatus;31;yes;;31
Outermost regions;Lion fish;Pterois volitans;NONE;NA;PZO;159559;NoTAC;Guadeloupe and Martinique EEZ;31;;;Pterois volitans;31;yes;;31
Outermost regions;Various sharks nei;Selachimorpha (Pleurotremata);NONE;NA;SKH;NA;NoTAC;Guadeloupe and Martinique EEZ;31;;;Selachimorpha (Pleurotremata);31;yes;;31
Outermost regions;Redband parrotfish;Sparisoma aurofrenatum;NONE;NA;RMF,PWT;273772;NoTAC;Guadeloupe and Martinique EEZ;31;;;Sparisoma aurofrenatum;31;yes;;31
Outermost regions;Redtail parrotfish;Sparisoma chrysopterum;NONE;NA;RSY,PWT;273774;NoTAC;Guadeloupe and Martinique EEZ;31;;;Sparisoma chrysopterum;31;yes;;31
Outermost regions;Redfin parrotfish;Sparisoma rubripinne;NONE;NA;QZV,PWT;159301;NoTAC;Guadeloupe and Martinique EEZ;31;;;Sparisoma rubripinne;31;yes;;31
Outermost regions;Queen conch;Strombus gigas;NONE;NA;COO,CON;458661;NoTAC;Guadeloupe and Martinique EEZ;31;;;Strombus gigas;31;yes;;31
Outermost regions;Green jobfish;Aprion virescens;NONE;NA;AVR;212546;NoTAC;Mayotte and La Réunion EEZ;51;;;Aprion virescens;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Bluefin trevally;Caranx melampygus;NONE;NA;NXM;218419;NoTAC;Mayotte and La Réunion EEZ;51;;;Caranx melampygus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Yellow-edge lyretail;Variola louti;NONE;NA;VRL;218304;NoTAC;Mayotte and La Réunion EEZ;51;;;Variola louti;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Rusty jobfish;Aphareus rutilans;NONE;NA;ARQ;218468;NoTAC;La Réunion EEZ;51;;;Aphareus rutilans;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Golden hind;Cephalopholis aurantia;NONE;NA;CFZ;218177;NoTAC;La Réunion EEZ;51;;;Cephalopholis aurantia;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Blacktip grouper;Epinephelus fasciatus;NONE;NA;GPX;218207;NoTAC;La Réunion EEZ;51;;;Epinephelus fasciatus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Oblique-banded grouper;Epinephelus radiatus;NONE;NA;GPX;218222;NoTAC;La Réunion EEZ;51;;;Epinephelus radiatus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Deep water red snapper;Etelis carbunculus;NONE;NA;ETA;212545;NoTAC;La Réunion EEZ;51;;;Etelis carbunculus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Deep water longtail red snapper;Etelis coruscans;NONE;NA;SNA;212544;NoTAC;La Réunion EEZ;51;;;Etelis coruscans;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Brilliant pomfret;Eumegistus illustris;NONE;NA;EBS;280749;NoTAC;La Réunion EEZ;51;;;Eumegistus illustris;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Spotcheek emperor;Lethrinus rubrioperculatus;NONE;NA;EMP;212077;NoTAC;La Réunion EEZ;51;;;Lethrinus rubrioperculatus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Common bluestrip snapper;Lutjanus kasmira;NONE;NA;LVK;218482;NoTAC;La Réunion EEZ;51;;;Lutjanus kasmira;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Bluestrip snapper;Lutjanus notatus;NONE;NA;LVK;218476;NoTAC;La Réunion EEZ;51;;;Lutjanus notatus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Ornate jobfish;Pristipomoides argyrogrammicus;NONE;NA;LRY;218510;NoTAC;La Réunion EEZ;51;;;Pristipomoides argyrogrammicus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Goldbanded jobfish;Pristipomoides multidens;NONE;NA;SNA;218513;NoTAC;La Réunion EEZ;51;;;Pristipomoides multidens;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Bigeye scad;Selar crumenophthalmus;NONE;NA;BIS;159646;NoTAC;La Réunion EEZ;51;;;Selar crumenophthalmus;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;Amber jacks;Seriola rivoliana;NONE;NA;CGX;126818;NoTAC;La Réunion EEZ;51;;;Seriola rivoliana;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Outermost regions;White-edge lyretail;Variola albimarginata;NONE;NA;VRA;218305;NoTAC;La Réunion EEZ;51;;;Variola albimarginata;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8;yes;;51,51.1,51.2,51.3,51.4,51.5,51.6,51.7,51.8
Other regions;Thorny skate;Amblyraja radiata;NAFO;NA;RJR;105865;NoTAC;3LNOPs;21_3_L,21_3_N,21_3_O,21_3_P_S;;;Amblyraja radiata;21.3.L,21.3.N,21.3.O,21.3.P.s;yes;;21.3.l,21.3.n,21.3.o,21.3.p.s
Other regions;Deep water catsharks;Apristurus brunneus, Apristurus canutus, Apristurus gibbosus, Apristurus herklotsi, Apristurus indicus, Apristurus investigatoris, Apristurus japonicus, Apristurus kampae, Apristurus laurussonii, Apristurus longicephalus, Apristurus macrorhynchus, Apristurus macrostomus, Apristurus manis, Apristurus microps, Apristurus micropterygeus, Apristurus nasutus, Apristurus parvipinnis, Apristurus platyrhynchus, Apristurus profundorum, Apristurus riveri, Apristurus saldanha, Apristurus sibogae, Apristurus sinensis, Apristurus spongiceps, Apristurus stenseni, Apristurus, Apristurus spp;NAFO;NA;CSN, CSQ, CSG, CSW, APD, APV, CSJ, CSZ, APQ, CSF, CSX, APM, APA, APX, APY, APW, APK, APZ, APP, CSV, APC, APJ, ASI, ASO, ASE, API;108001000101, 108001000104, 108001000105, 108001000106, 108001000107, 108001000108, 108001000109, 108001000110, 108001000111, 108001000112, 108001000113, 108001000114, 108001000116, 108001000117, 108001000118, 108001000119, 108001000120, 108001000121, 108001000122, 108001000123, 108001000124, 108001000125, 108001000126, 108001000127, 108001000128;NoTAC;SA1-6;21_1,21_2,21_3,21_4,21_5,21_6;;;Apristurus brunneus,Apristurus canutus,Apristurus gibbosus,Apristurus herklotsi,Apristurus indicus,Apristurus investigatoris,Apristurus japonicus,Apristurus kampae,Apristurus laurussonii,Apristurus longicephalus,Apristurus macrorhynchus,Apristurus macrostomus,Apristurus manis,Apristurus microps,Apristurus micropterygeus,Apristurus nasutus,Apristurus parvipinnis,Apristurus platyrhynchus,Apristurus profundorum,Apristurus riveri,Apristurus saldanha,Apristurus sibogae,Apristurus sinensis,Apristurus spongiceps,Apristurus stenseni,Apristurus,Apristurus spp;21.1,21.1.A,21.1.B,21.1.C,21.1.D,21.1.E,21.1.F,21.2,21.2.G,21.2.H,21.2.J,21.3,21.3.K,21.3.L,21.3.M,21.3.N,21.3.O,21.3.P,21.3.P.n,21.3.P.s,21.4,21.4.R,21.4.S,21.4.T,21.4.V,21.4.W,21.4.X,21.4.V.n,21.4.V.s,21.5,21.5.Y,21.5.Z,21.5.Z.e,21.5.Z.w,21.6,21.6.A,21.6.B,21.6.C,21.6.D,21.6.E,21.6.F,21.6.G,21.6.H;yes;;21.1,21.1.a,21.1.b,21.1.c,21.1.d,21.1.e,21.1.f,21.2,21.2.g,21.2.h,21.2.j,21.3,21.3.k,21.3.l,21.3.m,21.3.n,21.3.o,21.3.p,21.3.p.n,21.3.p.s,21.4,21.4.r,21.4.s,21.4.t,21.4.v,21.4.v.n,21.4.v.s,21.4.w,21.4.x,21.5,21.5.y,21.5.z,21.5.z.e,21.5.z.e.c,21.5.z.e.u,21.5.z.w,21.6,21.6.a,21.6.b,21.6.c,21.6.d,21.6.e,21.6.f,21.6.g,21.6.h
Other regions;Alfonsinos;Beryx decadactylus, Beryx splendens, Beryx, Beryx spp;NAFO;NA;BXD, BYS, ALF;161002000301, 161002000302;NoTAC;6G;21_6_G;;;Beryx decadactylus,Beryx splendens,Beryx,Beryx spp;21.6.G;yes;;21.6.g
Other regions;Roundnose Grenadier;Coryphaenoides rupestris;NAFO;NA;RNG;158960;NoTAC;SA1-3;21_1,21_2,21_3;;;Coryphaenoides rupestris;21.1,21.1.A,21.1.B,21.1.C,21.1.D,21.1.E,21.1.F,21.2,21.2.G,21.2.H,21.2.J,21.3,21.3.K,21.3.L,21.3.M,21.3.N,21.3.O,21.3.P,21.3.P.n,21.3.P.s;yes;;21.1,21.1.a,21.1.b,21.1.c,21.1.d,21.1.e,21.1.f,21.2,21.2.g,21.2.h,21.2.j,21.3,21.3.k,21.3.l,21.3.m,21.3.n,21.3.o,21.3.p,21.3.p.n,21.3.p.s
Other regions;Gulper shark;Centrophorus atromarginatus, Centrophorus granulosus, Centrophorus harrissoni, Centrophorus isodon, Centrophorus lusitanicus, Centrophorus moluccensis, Centrophorus squamosus, Centrophorus tessellatus, Centrophorus uyato, Centrophorus, Centrophorus spp;NAFO;NA;GVA, GUP, CEU, GVI, CPL, CEM, GUQ, CEE, CPU, CWO;109005000101, 109005000102, 109005000103, 109005000104, 109005000105, 109005000106, 109005000107, 109005000108, 109005000109;NoTAC;SA1-6;21_1,21_2,21_3,21_4,21_5,21_6;;;Centrophorus atromarginatus,Centrophorus granulosus,Centrophorus harrissoni,Centrophorus isodon,Centrophorus lusitanicus,Centrophorus moluccensis,Centrophorus squamosus,Centrophorus tessellatus,Centrophorus uyato,Centrophorus,Centrophorus spp;21.1,21.1.A,21.1.B,21.1.C,21.1.D,21.1.E,21.1.F,21.2,21.2.G,21.2.H,21.2.J,21.3,21.3.K,21.3.L,21.3.M,21.3.N,21.3.O,21.3.P,21.3.P.n,21.3.P.s,21.4,21.4.R,21.4.S,21.4.T,21.4.V,21.4.W,21.4.X,21.4.V.n,21.4.V.s,21.5,21.5.Y,21.5.Z,21.5.Z.e,21.5.Z.w,21.6,21.6.A,21.6.B,21.6.C,21.6.D,21.6.E,21.6.F,21.6.G,21.6.H;yes;;21.1,21.1.a,21.1.b,21.1.c,21.1.d,21.1.e,21.1.f,21.2,21.2.g,21.2.h,21.2.j,21.3,21.3.k,21.3.l,21.3.m,21.3.n,21.3.o,21.3.p,21.3.p.n,21.3.p.s,21.4,21.4.r,21.4.s,21.4.t,21.4.v,21.4.v.n,21.4.v.s,21.4.w,21.4.x,21.5,21.5.y,21.5.z,21.5.z.e,21.5.z.e.c,21.5.z.e.u,21.5.z.w,21.6,21.6.a,21.6.b,21.6.c,21.6.d,21.6.e,21.6.f,21.6.g,21.6.h
