"","specie_name","specie_code"
"6170","Stomias brevibarbatus","127375"
"6171","Stomias affinis","158736"
"6172","Stomias lampropeltis","275180"
"6173","Stomias longibarbatus","127376"
"6174","Flagellostomias boureei","127351"
"6175","Bathophilus nigerrimus","127331"
"6176","Bathophilus digitatus","127330"
"6177","Bathophilus vaillanti","127333"
"6178","Bathophilus brevis","127329"
"6179","Bathophilus pawneei","127332"
"6180","Chauliodus danae","127337"
"6181","Chauliodus sloani","127338"
"6182","Chauliodus schmidti","275058"
"6183","Chauliodus pammelas","275057"
"6184","Chirostomias pliopterus","127339"
"6185","Echiostoma barbatum","127340"
"6186","Eustomias obscurus","127347"
"6187","Eustomias braueri","127341"
"6188","Eustomias furcifer","127343"
"6189","Eustomias longibarba","127344"
"6190","Eustomias tetranema","127350"
"6191","Eustomias achirus","158848"
"6192","Eustomias dendriticus","275086"
"6193","Eustomias enbarbatus","158854"
"6194","Eustomias filifer","127342"
"6195","Eustomias lipochirus","158727"
"6196","Eustomias melanonema","275110"
"6197","Eustomias melanostigma","275111"
"6198","Grammatostomias flagellibarba","127353"
"6199","Heterophotus ophistoma","158733"
"6200","Idiacanthus fasciola","127354"
"6201","Leptostomias bilobatus","275154"
"6202","Leptostomias longibarba","127357"
"6203","Malacosteus niger","127358"
"6204","Melanostomias biseriatus","127360"
"6205","Melanostomias melanopogon","127362"
"6206","Melanostomias tentaculatus","127364"
"6207","Melanostomias valdiviae","127365"
"6208","Melanostomias bartonbeani","127359"
"6209","Neonesthes capensis","127366"
"6210","Odontostomias masticopogon","281840"
"6211","Odontostomias micropogon","281841"
"6212","Opostomias micripnus","281925"
"6213","Pachystomias microdon","127367"
"6214","Photonectes albipennis","275171"
"6215","Photonectes dinema","127369"
"6216","Photonectes leucospilus","275174"
"6217","Photonectes margarita","127370"
"6218","Photostomias guernei","-999"
"6219","Rhadinesthes decimus","127373"
"6220","Tactostoma macropus","282922"
"6221","Thysanactis dentex","282973"
"6222","Trigonolampa miriceps","127377"
"6223","Stomiidae","125604"
"6224","Ichthyococcus ovatus","127298"
"6225","Phosichthys argenteus","220007"
"6226","Pollichthys mauli","127299"
"6227","Polymetme corythaeola","127300"
"6228","Vinciguerria attenuata","127302"
"6229","Vinciguerria nimbaria","127303"
"6230","Vinciguerria poweriae","127304"
"6231","Woodsia meyerwaardeni","283165"
"6232","Yarrella blackfordi","158835"
"6233","Phosichthyidae","125602"
"6234","Gigantura chuni","275830"
"6235","Benthalbella elongata","234655"
"6236","Benthalbella macropinna","217722"
"6237","Benthalbella infans","126365"
"6238","Rosenblattichthys alatus","272104"
"6239","Scopelarchoides danae","158755"
"6240","Scopelarchus analis","126367"
"6241","Scopelarchidae","125448"
"6242","Coccorella atlantica","126337"
"6243","Evermannella balbo","126338"
"6244","Odontostomops normalops","126340"
"6245","Omosudis lowei","126351"
"6246","Dolichosudis fuliginosa","280575"
"6247","Lestidiops affinis","126353"
"6248","Lestidiops cadenati","272089"
"6249","Lestidiops sphyrenoides","126355"
"6250","Lestidium atlanticum","158871"
"6251","Lestrolepis intermedia","158873"
"6252","Macroparalepis affinis","126356"
"6253","Sudis hyalina","126362"
"6254","Magnisudis atlantica","126359"
"6255","Magnisudis prionosa","234591"
"6256","Notolepis coatsi","234695"
"6257","Notolepis annulata","234627"
"6258","Stemonosudis elegans","220335"
"6259","Uncisudis longirostra","126363"
"6260","Paralepis coregonoides","126361"
"6261","Paralepis brevirostris","126360"
"6262","Arctozenus risso","126352"
"6263","Paralepididae","125447"
"6264","Bathysauropsis gigas","310776"
"6265","Chlorophthalmus acutifrons","272050"
"6266","Chlorophthalmus agassizi","126336"
"6267","Chlorophthalmus punctatus","217679"
"6268","Chlorophthalmidae","125442"
"6269","Ahliesaurus berryi","126347"
"6270","Luciosudis normani","234640"
"6271","Scopelosaurus hamiltoni","234731"
"6272","Scopelosaurus argenteus","126348"
"6273","Scopelosaurus lepidus","126349"
"6274","Bathymicrops brevianalis","272067"
"6275","Bathymicrops regis","126341"
"6276","Ipnops agassizii","221395"
"6277","Parasudis fraserbrunneri","275832"
"6278","Bathytyphlops sewelli","126346"
"6279","Bathypterois dubius","126342"
"6280","Bathypterois longipes","126344"
"6281","Bathypterois grallator","126343"
"6282","Bathypterois quadrifilis","158862"
"6283","Ipnopidae","125444"
"6284","Neoscopelus macrolepidotus","126634"
"6285","Scopelengys tristis","126636"
"6286","Solivomer arenidens","282826"
"6287","Bolinichthys distofax","272649"
"6288","Bolinichthys photothorax","158886"
"6289","Bolinichthys supralateralis","126583"
"6290","Centrobranchus andreae","272653"
"6291","Centrobranchus nigroocellatus","126584"
"6292","Ceratoscopelus maderensis","126585"
"6293","Ceratoscopelus warmingii","126586"
"6294","Diogenichthys atlanticus","126599"
"6295","Gonichthys barnesi","217698"
"6296","Gonichthys cocco","126601"
"6297","Hintonia candens","234733"
"6298","Hygophum benoiti","126602"
"6299","Hygophum hygomii","126603"
"6300","Hygophum reinhardtii","126604"
"6301","Hygophum taaningi","126605"
"6302","Idiolychnus urolampus","217702"
"6303","Myctophum punctatum","126627"
"6304","Myctophum nitidulum","126626"
"6305","Myctophum selenops","126628"
"6306","Myctophum affine","158902"
"6307","Myctophum asperum","158903"
"6308","Myctophum obtusirostre","158904"
"6309","Krefftichthys anderssoni","234641"
"6310","Lampanyctodes hectoris","217704"
"6311","Lampanyctus crocodilus","126612"
"6312","Lampanyctus alatus","126610"
"6313","Lampanyctus festivus","126614"
"6314","Lampanyctus intricarius","126615"
"6315","Lampanyctus macdonaldi","126617"
"6316","Lampanyctus photonotus","126618"
"6317","Lampanyctus pusillus","126619"
"6318","Lampanyctus nobilis","158897"
"6319","Lampanyctus tenuiformis","158898"
"6320","Diaphus bertelseni","126588"
"6321","Diaphus brachycephalus","126589"
"6322","Diaphus dumerilii","126590"
"6323","Diaphus effulgens","126591"
"6324","Diaphus holti","126592"
"6325","Diaphus lucidus","126593"
"6326","Diaphus metopoclampus","126594"
"6327","Diaphus mollis","126595"
"6328","Diaphus rafinesquii","126596"
"6329","Diaphus termophilus","126598"
"6330","Diaphus garmani","158888"
"6331","Diaphus perspicillatus","158890"
"6332","Diaphus splendidus","158893"
"6333","Diaphus taaningi","158894"
"6334","Diaphus knappi","217685"
"6335","Lampadena speculigera","126608"
"6336","Lampadena chavesi","126607"
"6337","Lampadena urophaos","126609"
"6338","Lampadena anomala","126606"
"6339","Lampadena luminosa","158896"
"6340","Lepidophanes gaussi","126620"
"6341","Lepidophanes guentheri","126621"
"6342","Lobianchia dofleini","158900"
"6343","Lobianchia gemellarii","158901"
"6344","Stenobrachius leucopsarus","254363"
"6345","Benthosema glaciale","126580"
"6346","Benthosema suborbitale","126581"
"6347","Benthosema pterotum","217680"
"6348","Loweina interrupta","126624"
"6349","Metelectrona herwigi","279329"
"6350","Electrona risso","126600"
"6351","Electrona carlsbergi","234638"
"6352","Electrona antarctica","217697"
"6353","Notoscopelus bolini","158913"
"6354","Notoscopelus caudispinosus","158914"
"6355","Notoscopelus resplendens","158916"
"6356","Notoscopelus kroyeri","272728"
"6357","Notoscopelus elongatus","158915"
"6358","Gymnoscopelus nicholsi","234821"
"6359","Gymnoscopelus bolini","234729"
"6360","Gymnoscopelus braueri","234642"
"6361","Gymnoscopelus fraseri","234657"
"6362","Gymnoscopelus opisthopterus","234749"
"6363","Gymnoscopelus hintonoides","234656"
"6364","Notolychnus valdiviae","126629"
"6365","Parvilux ingens","282178"
"6366","Protomyctophum andriashevi","234737"
"6367","Protomyctophum bolini","234714"
"6368","Protomyctophum choriodon","234663"
"6369","Protomyctophum tenisoni","234767"
"6370","Scopelopsis multipunctatus","217717"
"6371","Symbolophorus barnardi","217720"
"6372","Symbolophorus veranyi","126630"
"6373","Taaningichthys bathyphilus","126631"
"6374","Taaningichthys minimus","126632"
"6375","Tarletonbeania crenularis","282927"
"6376","Triphoturus mexicanus","278566"
"6377","Nannobrachium achirus","221503"
"6378","Nannobrachium atrum","158909"
"6379","Nannobrachium cuprarium","158911"
"6380","Nannobrachium lineatum","158912"
"6381","Myctophidae","125498"
"6382","Saccopharynx ampullaceus","127171"
"6383","Eurypharynx pelecanoides","127165"
"6384","Monognathus ahlstromi","274325"
"6385","Cyema atrum","127164"
"6386","Neocyema erythrosoma","221437"
"6387","Derichthys serpentinus","126291"
"6388","Nessorhamphus ingolfianus","126292"
"6389","Myroconger compressus","281606"
"6390","Oxyconger leptognathus","281953"
"6391","Gavialiceps taeniola","280823"
"6392","Muraenesox cinereus","126296"
"6393","Muraenesox bagio","220037"
"6394","Cynoponticus ferox","126295"
"6395","Cynoponticus coniceps","271797"
"6396","Cynoponticus savanna","271798"
"6397","Congresox talabon","277095"
"6398","Congresox talabonoides","220036"
"6399","Muraenesocidae","125430"
"6400","Facciolella gilberti","400001"
"6401","Facciolella oxyrhyncha","1621410"
"6402","Hoplunnis diomediana","275443"
"6403","Hoplunnis punctata","275447"
"6404","Nettenchelys gephyra","281738"
"6405","Saurenchelys stylurus","299716"
"6406","Venefica proboscidea","126310"
"6407","Nettastoma solitarium","271912"
"6408","Nettastoma melanura","299709"
"6409","Conger conger","126285"
"6410","Conger orbignianus","271747"
"6411","Conger cinereus","217545"
"6412","Conger oceanicus","158566"
"6413","Conger myriaster","271745"
"6414","Conger japonicus","271743"
"6415","Conger triporiceps","271749"
"6416","Acromycter nezumi","275423"
"6417","Bassanago hirsutus","279866"
"6418","Bathycongrus wallacei","217543"
"6419","Bathymyrus smithi","217544"
"6420","Blachea xenobranchialis","279915"
"6421","Chiloconger similis","314071"
"6422","Congriscus megastomus","1621426"
"6423","Congrosoma evermanni","280381"
"6424","Diploconger polystigmatus","280553"
"6425","Gorgasia maculata","217551"
"6426","Parabathymyrus macrophthalmus","281997"
"6427","Macrocephenchelys brachialis","281475"
"6428","Lumiconger arafura","281435"
"6429","Japonoconger africanus","281191"
"6430","Gnathophis nystromi","293607"
"6431","Gnathophis mystax","126287"
"6432","Paruroconger drachi","282175"
"6433","Poeciloconger fasciatus","217553"
"6434","Pseudophichthys splendens","126290"
"6435","Ariosoma anago","217542"
"6436","Ariosoma balearicum","126283"
"6437","Ariosoma anale","158565"
"6438","Rhechias bertini","275372"
"6439","Scalanago lateralis","282667"
"6440","Uroconger lepturus","217556"
"6441","Uroconger syringinus","158574"
"6442","Xenomystax bidentatus","283190"
"6443","Heteroconger longissimus","126288"
"6444","Heteroconger hassi","217552"
"6445","Rhynchoconger brevirostris","308257"
"6446","Bathyuroconger vicinus","126284"
"6447","Paraconger caudilimbatus","158569"
"6448","Paraconger notialis","271791"
"6449","Paraconger californiensis","271789"
"6450","Congridae","125427"
"6451","Dysomma anguillare","221386"
"6452","Dysomma brevirostre","126321"
"6453","Histiobranchus bathybius","126323"
"6454","Ilyophis brunneus","126326"
"6455","Meadia abyssalis","221387"
"6456","Simenchelys parasiticus","299822"
"6457","Synaphobranchus kaupii","126328"
"6458","Synaphobranchus affinis","158665"
"6459","Diastobranchus capensis","158656"
"6460","Synaphobranchidae","125436"
"6461","Avocettina infans","126304"
"6462","Labichthys carinatus","158588"
"6463","Labichthys yanoi","275442"
"6464","Nemichthys scolopaceus","126306"
"6465","Nemichthys curvirostris","126305"
"6466","Nemichthyidae","125432"
"6467","Coloconger raniceps","217539"
"6468","Coloconger cadenati","277411"
"6469","Colocongridae","151816"
"6470","Serrivomer beanii","126319"
"6471","Stemonidium hypomelas","282881"
"6472","Anguilliformes","10295"
"6473","Aldrovandia rostrata","272739"
"6474","Aldrovandia gracilis","157880"
"6475","Aldrovandia phalacra","126638"
"6476","Aldrovandia affinis","126637"
"6477","Halosauropsis macrochir","126639"
"6478","Halosaurus ovenii","126641"
"6479","Halosaurus pectoralis","272743"
"6480","Halosauridae","125500"
"6481","Lipogenys gillii","158559"
"6482","Notacanthus chemnitzii","126643"
"6483","Notacanthus sexspinis","221411"
"6484","Notacanthus bonaparte","126642"
"6485","Polyacanthonotus rissoanus","126645"
"6486","Notacanthidae","125501"
"6487","Macroramphosus scolopax","127378"
"6488","Macroramphosus gracilis","275181"
"6489","Notopogon endeavouri","278993"
"6490","Notopogon fernandezianus","278994"
"6491","Notopogon xenosoma","217974"
"6492","Notopogon lilliei","217973"
"6493","Centriscops humerosus","217969"
"6494","Genypterus blacodes","278702"
"6495","Genypterus chilensis","278704"
"6496","Genypterus maculatus","278705"
"6497","Genypterus capensis","217800"
"6498","Genypterus tigerinus","278706"
"6499","Parophidion schmidti","272836"
"6500","Ophidion barbatum","126675"
"6501","Ophidion holbrookii","272824"
"6502","Ophidion lozanoi","272829"
"6503","Brotula clarki","400617"
"6504","Brotula barbata","159067"
"6505","Brotula multibarbata","217797"
"6506","Brotula ordwayi","275890"
"6507","Brotulotaenia brevicauda","126668"
"6508","Hoplobrotula gnathopus","217804"
"6509","Lepophidium aporrhox","275618"
"6510","Lepophidium brevibarbe","275619"
"6511","Lepophidium negropinna","275623"
"6512","Lepophidium profundorum","158762"
"6513","Abyssobrotula galatheae","236126"
"6514","Acanthonus armatus","158998"
"6515","Apagesoma delosommatus","1577706"
"6516","Barathrites iris","126664"
"6517","Bassogigas gillii","159063"
"6518","Bassozetus compressus","272787"
"6519","Bassozetus elongatus","272788"
"6520","Bathyonus laticeps","126666"
"6521","Benthocometes robustus","126667"
"6522","Cherublemma emmelas","280144"
"6523","Chilara taylori","280146"
"6524","Dannevigia tusca","280485"
"6525","Dicrolene intronigra","159132"
"6526","Epetriodus freddyi","280691"
"6527","Glyptophidium japonicum","278389"
"6528","Holcomycteronus aequatoris","217803"
"6529","Homostolus acer","281086"
"6530","Hypopleuron caninum","281122"
"6531","Lamprogrammus brunswigi","159133"
"6532","Lamprogrammus exutus","272802"
"6533","Luciobrotula bartschi","217806"
"6534","Monomitopus agassizii","158765"
"6535","Monomitopus metriostoma","126674"
"6536","Neobythites analis","217811"
"6537","Neobythites steatiticus","217809"
"6538","Neobythites stefanovi","276641"
"6539","Otophidium chickcharney","275631"
"6540","Penopus microphthalmus","-999"
"6541","Petrotyx hopkinsi","282224"
"6542","Porogadus abyssalis","275634"
"6543","Pycnocraspedum fulvum","276911"
"6544","Raneya fluminensis","315456"
"6545","Selachophidium guentheri","217820"
"6546","Sirembo imberbis","282810"
"6547","Spectrunculus grandis","126678"
"6548","Spottobrotula amaculata","282845"
"6549","Xyelacyba myersi","158779"
"6550","Ophidiidae","125505"
"6551","Abythites lepidogenys","315970"
"6552","Bellottia apoda","126654"
"6553","Bythites islandicus","126655"
"6554","Cataetyx alleni","126656"
"6555","Cataetyx laticeps","126657"
"6556","Cataetyx bruuni","272761"
"6557","Diplacanthopoma japonicum","400667"
"6558","Thalassobathia pelagica","126660"
"6559","Aphyonus brevidorsalis","220009"
"6560","Barathronus maculatus","220010"
"6561","Nybelinella erikssoni","126650"
"6562","Sciadonus cryptophthalmus","126651"
"6563","Parabrotula plagiophthalma","126680"
"6564","Rondeletia bicolor","159428"
"6565","Barbourisia rufa","159425"
"6566","Cetichthys indagator","221396"
"6567","Cetomimus picklei","221397"
"6568","Cetostoma regani","126406"
"6569","Danacetichthys galathenus","280482"
"6570","Ditropichthys storeri","126407"
"6571","Gyrinomimus andriashevi","234811"
"6572","Gyrinomimus grahami","221398"
"6573","Notocetichthys trunovi","234616"
"6574","Procetichthys kreffti","282357"
"6575","Rhamphocetichthys savagei","282577"
"6576","Cetomimidae","125460"
"6577","Polymixia japonica","274320"
"6578","Polymixia nobilis","127163"
"6579","Polymixia berndti","217725"
"6580","Beryx decadactylus","126394"
"6581","Beryx splendens","126395"
"6582","Centroberyx affinis","276891"
"6583","Centroberyx gerrardi","276894"
"6584","Centroberyx lineatus","217895"
"6585","Berycidae","125456"
"6586","Diretmichthys parini","126396"
"6587","Diretmoides veriginae","272205"
"6588","Diretmoides pauciradiatus","126397"
"6589","Diretmus argenteus","126398"
