"specie_name","specie_code"
"Caranx latus","126804"
"Caranx lugubris","126805"
"Caranx melampygus","218419"
"Caranx papuensis","218411"
"Caranx senegallus","273274"
"Caranx sexfasciatus","218404"
"Caranx tille","218418"
"Caranx crysos","126802"
"Caranx hippos","126803"
"Caranx ruber","302432"
"Caranx vinctus","273275"
"Caranx rhonchus","126806"
"Caranx fischeri","273273"
"Selene setapinnis","159647"
"Selene dorsalis","126814"
"Selene brevoortii","273283"
"Selene browni","302494"
"Selene orstedii","273285"
"Selene peruviana","273286"
"Selene vomer","159649"
"Trachinotus blochii","151169"
"Trachinotus carolinus","159652"
"Trachinotus ovatus","126819"
"Trachinotus goodei","159654"
"Trachinotus africanus","218439"
"Trachinotus anak","273288"
"Trachinotus baillonii","218440"
"Trachinotus botla","218442"
"Trachinotus cayennensis","273289"
"Trachinotus coppingeri","273290"
"Trachinotus falcatus","-999"
"Trachinotus goreensis","273291"
"Trachinotus kennedyi","273292"
"Trachinotus marginatus","273293"
"Trachinotus maxillosus","273294"
"Trachinotus mookalee","273295"
"Trachinotus paitensis","273296"
"Trachinotus rhodopus","273297"
"Trachinotus stilbe","273298"
"Trachinotus teraia","273299"
"Seriola dumerili","126816"
"Seriola quinqueradiata","276651"
"Seriola lalandi","218436"
"Seriola carpenteri","126815"
"Seriola fasciata","126817"
"Seriola hippos","276649"
"Seriola peruana","276650"
"Seriola rivoliana","126818"
"Seriola zonata","159650"
"Oligoplites altus","276355"
"Oligoplites palometa","276357"
"Oligoplites refulgens","276358"
"Oligoplites saliens","276359"
"Oligoplites saurus","159645"
"Naucrates ductor","126811"
"Ulua aurochs","277517"
"Ulua mentalis","218447"
"Lichia amia","126810"
"Alectis alexandrina","401555"
"Alectis ciliaris","159629"
"Alectis indica","-999"
"Parastromateus niger","218431"
"Atropus atropos","279823"
"Carangoides armatus","218394"
"Carangoides bajad","218391"
"Carangoides coeruleopinnatus","276241"
"Carangoides chrysophrys","218396"
"Carangoides dinema","218401"
"Carangoides equula","218390"
"Carangoides ferdau","218395"
"Carangoides fulvoguttatus","218385"
"Carangoides gymnostethus","218392"
"Carangoides hedlandensis","218386"
"Carangoides humerosus","276242"
"Carangoides malabaricus","218397"
"Carangoides oblongus","218388"
"Carangoides orthogrammus","218393"
"Carangoides otrynter","276243"
"Carangoides plagiotaenia","218399"
"Carangoides praeustus","276244"
"Carangoides talamparoides","218389"
"Carangoides bartholomaei","159630"
"Elagatis bipinnulata","126809"
"Gnathanodon speciosus","218429"
"Megalaspis cordyla","218430"
"Scomberoides commersonnianus","218432"
"Scomberoides lysan","218434"
"Scomberoides tala","277037"
"Scomberoides tol","218433"
"Chloroscombrus chrysurus","159483"
"Chloroscombrus orqueta","276245"
"Parona signata","282169"
"Selar crumenophthalmus","159646"
"Selar boops","126813"
"Hemicaranx amblyrhynchus","159640"
"Hemicaranx bicolor","276352"
"Hemicaranx leucurus","276353"
"Hemicaranx zelotes","276354"
"Selaroides leptolepis","282745"
"Seriolina nigrofasciata","218438"
"Uraspis secunda","159658"
"Uraspis uraspis","218448"
"Uraspis helvola","218449"
"Campogramma glaycos","126801"
"Carangidae","125523"
"Collybus drachme","280363"
"Brama brama","126783"
"Brama australis","273146"
"Brama japonica","273148"
"Brama orcini","221417"
"Brama dussumieri","221416"
"Taractichthys longipinnis","126788"
"Taractichthys steindachneri","221420"
"Pterycombus brama","126785"
"Pterycombus petersii","221419"
"Pteraclis aesticola","273151"
"Pteraclis velifera","221418"
"Eumegistus brevorti","280748"
"Eumegistus illustris","280749"
"Taractes rubescens","126787"
"Taractes asper","126786"
"Bramidae","125520"
"Coryphaena hippurus","126846"
"Coryphaena equiselis","126845"
"Coryphaenidae","125531"
"Echeneis naucrates","126848"
"Phtheirichthys lineatus","126849"
"Remora brachyptera","126851"
"Remora remora","126853"
"Remora osteochir","126852"
"Remorina albescens","126854"
"Echeneidae","125533"
"Scomber japonicus","127022"
"Scomber scombrus","127023"
"Scomber australasicus","219715"
"Scomber colias","151174"
"Rastrelliger brachysoma","273807"
"Rastrelliger kanagurta","127020"
"Rastrelliger faughni","273808"
"Scombridae","125559"
"Tetragonurus cuvieri","127080"
"Stromateus fiatola","127076"
"Stromateus brasiliensis","273998"
"Stromateus stellatus","273999"
"Pampus argenteus","127075"
"Pampus chinensis","273993"
"Peprilus paru","159827"
"Peprilus triacanthus","159828"
"Peprilus simillimus","276563"
"Peprilus medius","276561"
"Peprilus snyderi","276564"
"Stromateidae","125567"
"Cubiceps gracilis","126990"
"Cubiceps baxteri","219745"
"Cubiceps caeruleus","273675"
"Cubiceps capensis","159423"
"Cubiceps kotlyari","273676"
"Cubiceps pauciradiatus","159424"
"Cubiceps whiteleggii","273680"
"Nomeus gronovii","126991"
"Psenes cyanophrys","159427"
"Nomeidae","125548"
"Sphyraena sphyraena","127068"
"Sphyraena acutipinnis","212044"
"Sphyraena jello","212045"
"Sphyraena obtusata","212056"
"Sphyraena pinguis","273985"
"Sphyraena argentea","273978"
"Sphyraena barracuda","-999"
"Sphyraena ensis","273979"
"Sphyraena guachancho","159814"
"Sphyraena idiastes","273981"
"Sphyraena picudilla","273984"
"Sphyraena helleri","212055"
"Sphyraena japonica","-999"
"Sphyraena chrysotaenia","127067"
"Sphyraena afra","273977"
"Sphyraena qenie","212049"
"Sphyraena putnamae","212050"
"Sphyraena flavicauda","212051"
"Sphyraena forsteri","212047"
"Sphyraena viridensis","127069"
"Sphyraenidae","125565"
"Ranzania laevis","127406"
"Mola mola","127405"
"Masturus lanceolatus","127404"
"Molidae","125609"
"Perciformes","11014"
"Heterodontus francisci","276694"
"Heterodontus galeatus","276695"
"Heterodontus japonicus","276696"
"Heterodontus mexicanus","276697"
"Heterodontus portusjacksoni","276699"
"Heterodontus quoyi","276700"
"Heterodontus ramalheira","217626"
"Heterodontus zebra","276701"
"Heterodontiformes","148801"
"Heptranchias perlo","105832"
"Hexanchus griseus","105833"
"Hexanchus nakamurai","105834"
"Notorynchus cepedianus","217628"
"Chlamydoselachus anguineus","105831"
"Chlamydoselachus africana","474887"
"Hexanchiformes","10206"
"Mitsukurina owstoni","105842"
"Carcharias taurus","105843"
"Carcharias tricuspidatus","209411"
"Odontaspis ferox","105844"
"Odontaspis noronhai","105845"
"Pseudocarcharias kamoharai","217632"
"Megachasma pelagios","281542"
"Alopias vulpinus","105836"
"Alopias pelagicus","220019"
"Alopias superciliosus","105835"
"Cetorhinus maximus","105837"
"Carcharodon carcharias","105838"
"Isurus oxyrinchus","105839"
"Isurus paucus","105840"
"Lamna nasus","105841"
"Lamna ditropis","271421"
"Lamnidae","105702"
"Lamniformes","10209"
"Rhincodon typus","105847"
"Cirrhoscyllium expolitum","280193"
"Cirrhoscyllium formosanum","280194"
"Cirrhoscyllium japonicum","280195"
"Parascyllium collare","282108"
"Parascyllium ferrugineum","282109"
"Parascyllium variolatum","282111"
"Brachaelurus waddi","279950"
"Brachaelurus colcloughi","313932"
"Eucrossorhinus dasypogon","298163"
"Orectolobus japonicus","281930"
"Orectolobus maculatus","281931"
"Orectolobus ornatus","281932"
"Orectolobus wardi","281933"
"Sutorectus tentaculatus","282913"
"Hemiscyllium freycineti","281035"
"Hemiscyllium hallstromi","281036"
"Hemiscyllium ocellatum","281037"
"Hemiscyllium strahani","281038"
"Hemiscyllium trispeculare","281039"
"Chiloscyllium arabicum","277827"
"Chiloscyllium caeruleopunctatum","-999"
"Chiloscyllium griseum","277829"
"Chiloscyllium indicum","-999"
"Chiloscyllium plagiosum","277832"
"Chiloscyllium punctatum","277833"
"Chiloscyllium burmense","277828"
"Chiloscyllium hasselti","311151"
"Stegostoma tigrinum","313100"
"Ginglymostoma cirratum","105846"
"Pseudoginglymostoma brevicaudatum","220031"
"Nebrius ferrugineus","220030"
"Orectolobiformes","10208"
"Apristurus brunneus","158512"
"Apristurus canutus","271334"
"Apristurus gibbosus","271337"
"Apristurus herklotsi","271338"
"Apristurus indicus","217635"
"Apristurus investigatoris","271340"
"Apristurus japonicus","271341"
"Apristurus kampae","271342"
"Apristurus laurussonii","105807"
"Apristurus longicephalus","217634"
"Apristurus macrorhynchus","271343"
"Apristurus macrostomus","271344"
"Apristurus manis","105808"
"Apristurus microps","105809"
"Apristurus micropterygeus","271346"
"Apristurus nasutus","105810"
"Apristurus parvipinnis","271347"
"Apristurus platyrhynchus","271349"
"Apristurus profundorum","158513"
"Apristurus riveri","158514"
"Apristurus saldanha","217636"
"Apristurus sibogae","271350"
"Apristurus sinensis","271351"
"Apristurus spongiceps","271352"
"Apristurus stenseni","271353"
"Asymbolus analis","279779"
"Asymbolus vincenti","279786"
"Bythaelurus bachi","1006774"
"Bythaelurus canescens","316762"
"Bythaelurus dawsoni","316764"
"Bythaelurus hispidus","316765"
"Bythaelurus immaculatus","316766"
"Bythaelurus lutarius","316767"
"Bythaelurus tenuicephalus","1006810"
"Cephalurus cephalus","280077"
"Galeus arae","271355"
"Galeus boardmani","271356"
"Galeus eastmani","271358"
"Galeus melastomus","105812"
"Galeus longirostris","271360"
"Galeus murinus","105813"
"Galeus nipponensis","271362"
"Galeus piperatus","271363"
"Galeus polli","271364"
"Galeus sauteri","271365"
"Galeus schultzi","271366"
"Galeus atlanticus","105811"
"Halaelurus alcocki","399555"
"Halaelurus boesemani","217638"
"Halaelurus buergeri","278697"
"Halaelurus lineatus","217641"
"Halaelurus natalensis","217643"
"Halaelurus quagga","217640"
"Haploblepharus edwardsii","217646"
"Haploblepharus fuscus","217644"
"Haploblepharus pictus","217645"
"Holohalaelurus punctatus","217647"
"Holohalaelurus regani","217648"
"Parmaturus campechiensis","282162"
"Parmaturus macmillani","282163"
"Parmaturus melanobranchius","315199"
"Parmaturus pilosus","282165"
"Parmaturus xaniurus","282166"
"Pentanchus profundicolus","282201"
"Atelomycterus macleayi","279789"
"Atelomycterus marmoratus","279790"
"Aulohalaelurus kanakorum","279834"
"Aulohalaelurus labiosus","279835"
"Cephaloscyllium fasciatum","277100"
"Cephaloscyllium isabella","298238"
"Cephaloscyllium laticeps","277102"
"Cephaloscyllium silasi","277103"
"Cephaloscyllium sufflans","217637"
"Cephaloscyllium umbratile","277104"
"Cephaloscyllium ventriosum","277105"
"Poroderma africanum","217649"
"Poroderma pantherinum","217650"
"Schroederichthys bivius","282684"
"Schroederichthys chilensis","282685"
"Schroederichthys maculatus","282686"
"Schroederichthys tenuis","282688"
"Scyliorhinus canicula","105814"
"Scyliorhinus stellaris","105815"
"Scyliorhinus boa","271369"
"Scyliorhinus capensis","217652"
"Scyliorhinus cervigoni","271370"
"Scyliorhinus garmani","271371"
"Scyliorhinus haeckelii","271372"
"Scyliorhinus hesperius","271373"
"Scyliorhinus meadi","158515"
"Scyliorhinus retifer","158516"
"Scyliorhinus torazame","271375"
"Scyliorhinus torrei","271376"
"Scyliorhinidae","105693"
"Ctenacis fehlmanni","220033"
"Eridacnis barbouri","278800"
"Eridacnis radcliffei","220034"
"Eridacnis sinuans","220035"
"Proscyllium habereri","282368"
"Gollum attenuatus","280912"
"Pseudotriakis microdon","105805"
"Leptocharias smithii","105804"
"Furgaleus macki","280805"
"Galeorhinus galeus","105820"
"Gogolia filewoodi","280911"
"Hemitriakis japanica","281042"
"Hemitriakis leucoperiptera","281043"
"Hypogaleus hyugaensis","220020"
"Iago garricki","278052"
"Iago omanensis","220021"
"Mustelus antarcticus","271380"
"Mustelus californicus","271381"
"Mustelus canis","158518"
"Mustelus dorsalis","271382"
"Mustelus fasciatus","271383"
"Mustelus griseus","271384"
"Mustelus henlei","271386"
"Mustelus higmani","271387"
"Mustelus lenticulatus","271388"
"Mustelus lunulatus","271389"
"Mustelus manazo","214561"
"Mustelus schmitti","271393"
"Mustelus mustelus","105822"
"Mustelus norrisi","271392"
"Mustelus asterias","105821"
"Mustelus mento","271390"
"Mustelus mosis","214558"
"Mustelus palumbes","214560"
"Mustelus punctulatus","105823"
"Mustelus whitneyi","271395"
"Scylliogaleus quecketti","220022"
"Triakis acutipinna","279057"
"Triakis semifasciata","279060"
"Triakis maculata","279058"
"Triakis megalopterus","220023"
"Triakis scyllium","279059"
"Triakidae","105695"
"Chaenogaleus macrostoma","280095"
"Hemipristis elongata","277427"
"Hemigaleus microstoma","281024"
"Paragaleus leucolomatus","220025"
"Paragaleus pectoralis","105803"
"Paragaleus tengi","271331"
"Paragaleus longicaudatus","1577342"
"Carcharhinus acronotus","158508"
"Carcharhinus albimarginatus","217352"
"Carcharhinus altimus","105787"
"Carcharhinus amblyrhynchoides","217350"
"Carcharhinus amblyrhynchos","217337"
"Carcharhinus amboinensis","217340"
"Carcharhinus borneensis","271319"
"Carcharhinus brachyurus","217341"
"Carcharhinus brevipinna","105788"
"Carcharhinus cautus","271320"
"Carcharhinus dussumieri","217347"
"Carcharhinus falciformis","105789"
"Carcharhinus fitzroyensis","271321"
"Carcharhinus galapagensis","105790"
"Carcharhinus hemiodon","271322"
"Carcharhinus isodon","105791"
"Carcharhinus leiodon","271323"
"Carcharhinus leucas","105792"
"Carcharhinus limbatus","105793"
"Carcharhinus longimanus","105794"
"Carcharhinus macloti","217335"
"Carcharhinus melanopterus","105795"
"Carcharhinus obscurus","105796"
"Carcharhinus perezi","298438"
"Carcharhinus plumbeus","105797"
"Carcharhinus porosus","217342"
"Carcharhinus sealei","217336"
"Carcharhinus signatus","105798"
"Carcharhinus sorrah","217339"
"Carcharhinus tilstoni","271325"
"Glyphis gangeticus","277183"
"Glyphis glyphis","277184"
"Isogomphodon oxyrhynchus","281186"
"Lamiopsis temmincki","314730"
"Loxodon macrorhinus","217355"
"Nasolamia velox","281637"
"Negaprion brevirostris","105800"
"Negaprion acutidens","217356"
"Prionace glauca","105801"
"Rhizoprionodon acutus","105802"
"Rhizoprionodon lalandii","271326"
"Rhizoprionodon longurio","271327"
"Rhizoprionodon oligolinx","217359"
"Rhizoprionodon porosus","271328"
"Rhizoprionodon taylori","271329"
"Rhizoprionodon terraenovae","158510"
"Scoliodon laticaudus","217364"
"Triaenodon obesus","214557"
"Carcharhinidae","105689"
"Galeocerdo cuvier","105799"
"Eusphyra blochii","280757"
"Sphyrna corona","271377"
"Sphyrna lewini","105816"
"Sphyrna media","271379"
"Sphyrna mokarran","105817"
"Sphyrna tiburo","158517"
"Sphyrna tudes","105818"
"Sphyrna zygaena","105819"
"Sphyrnidae","105694"
"Carcharhiniformes","10210"
"Dalatias licha","105910"
"Euprotomicroides zantedeschia","221457"
"Euprotomicrus bispinatus","215608"
"Heteroscymnoides marleyi","221458"
"Isistius brasiliensis","215612"
"Isistius plutodus","277768"
"Squaliolus aliae","271655"
"Squaliolus laticaudus","105921"
"Aculeola nigra","279502"
"Centroscyllium fabricii","105906"
"Centroscyllium granulatum","271621"
"Centroscyllium kamoharai","271622"
"Centroscyllium nigrum","271623"
"Centroscyllium ornatum","271624"
"Centroscyllium ritteri","271625"
"Etmopterus alphus","1043612"
"Etmopterus bigelowi","215605"
"Etmopterus brachyurus","215606"
"Etmopterus bullisi","158521"
"Etmopterus compagnoi","215602"
"Etmopterus decacuspidatus","271631"
"Etmopterus gracilispinis","158523"
"Etmopterus granulosus","215607"
"Etmopterus hillianus","158522"
"Etmopterus lucifer","215604"
"Etmopterus molleri","215603"
"Etmopterus polli","271638"
"Etmopterus princeps","105911"
"Etmopterus pusillus","105912"
"Etmopterus schultzi","271642"
"Etmopterus sentosus","215601"
"Etmopterus spinax","105913"
"Etmopterus splendidus","271643"
"Etmopterus unicolor","271645"
"Etmopterus viator","712382"
"Etmopterus villosus","271646"
"Etmopterus virens","271647"
"Centroscymnus coelolepis","105907"
"Centroscymnus owstonii","299089"
"Centroselachus crepidater","280071"
"Scymnodalatias albicauda","271651"
"Scymnodalatias sherwoodi","271653"
"Scymnodon ringens","105918"
"Scymnodon macracanthus","299100"
"Somniosus antarcticus","344688"
"Somniosus microcephalus","105919"
"Somniosus rostratus","105920"
"Somniosus pacificus","271654"
"Zameus squamulosus","283206"
"Oxynotus bruniensis","271648"
"Oxynotus caribbaeus","271649"
"Oxynotus centrina","105914"
"Oxynotus japonicus","271650"
"Oxynotus paradoxus","105915"
"Centrophorus atromarginatus","271616"
"Centrophorus granulosus","105899"
"Centrophorus harrissoni","271617"
"Centrophorus isodon","271618"
"Centrophorus lusitanicus","105900"
"Centrophorus moluccensis","215598"
"Centrophorus squamosus","105901"
"Centrophorus tessellatus","271619"
"Centrophorus uyato","105902"
"Deania calceus","298167"
"Deania hystricosa","105904"
"Deania profundorum","105905"
"Deania quadrispinosa","217367"
"Cirrhigaleus asper","217366"
"Cirrhigaleus barbifer","279157"
"Squalus acanthias","105923"
"Squalus blainville","105924"
"Squalus cubensis","158524"
"Squalus japonicus","271661"
"Squalus megalops","105925"
"Squalus melanurus","271662"
"Squalus mitsukurii","217371"
"Squalus suckleyi","299224"
"Squalidae","105716"
"Squaliformes","10211"
"Echinorhinus brucus","105922"
"Echinorhinus cookei","271656"
"Pliotrema warreni","217372"
"Pristiophorus cirratus","282352"
"Pristiophorus japonicus","282353"
"Pristiophorus nudipinnis","282354"
"Pristiophorus schroederi","282355"
"Squatina aculeata","105926"
"Squatina africana","217373"
"Squatina argentina","271664"
"Squatina armata","271665"
"Squatina australis","271666"
"Squatina californica","271667"
"Squatina dumeril","158525"
"Squatina formosa","271668"
"Squatina guggenheim","271669"
"Squatina japonica","271670"
"Squatina nebulosa","271671"
"Squatina occulta","271672"
"Squatina oculata","105927"
"Squatina squatina","105928"
"Squatina tergocellata","271674"
"Squatina tergocellatoides","271675"
"Squatinidae","105717"
"Aptychotrema rostrata","279673"
