"specie_name","specie_code"
"Neopagetopsis ionah","234685"
"Pagetopsis macropterus","234707"
"Pagetopsis maculatus","1621601"
"Chaenocephalus aceratus","234725"
"Champsocephalus gunnari","234797"
"Champsocephalus esox","234719"
"Pseudochaenichthys georgianus","234667"
"Chionodraco rastrospinosus","234678"
"Chionodraco hamatus","234795"
"Chionodraco myersi","234646"
"Channichthys rhinoceratus","234619"
"Chaenodraco wilsoni","234609"
"Channichthyidae","234518"
"Brephostoma carpenteri","279989"
"Florenciella lugubris","-999"
"Microichthys coccoi","126859"
"Rosenblattia robusta","282630"
"Sphyraenops bairdianus","282840"
"Epigonus telescopus","126858"
"Epigonus denticulatus","126857"
"Epigonus constanciae","126856"
"Epigonus robustus","209381"
"Epigonus crassicaudus","273404"
"Harpagifer bispinis","234626"
"Harpagifer antarcticus","234825"
"Harpagifer georgianus","234728"
"Harpagiferidae","151397"
"Anarhichas lupus","126758"
"Anarhichas denticulatus","126757"
"Anarhichas minor","126759"
"Anarrhichthys ocellatus","279605"
"Aiakas zinorum","279525"
"Andriashevia aptera","279614"
"Bothrocarina microcephala","279948"
"Davidijordania abei","314251"
"Derepodichthys alepidotus","280501"
"Dieidolycus leptodermatus","234724"
"Eucryphycus californicus","280736"
"Exechodontes daidaleus","280768"
"Hadropogonichthys lindbergi","280972"
"Letholycus magellanicus","281337"
"Lycodonus flagellicauda","127119"
"Lycodes adolfi","127102"
"Lycodes reticulatus","127112"
"Lycodes esmarkii","127103"
"Lycodes vahlii","127118"
"Lycodes seminudus","127115"
"Lycodes gracilis","274100"
"Lycenchelys brevimaxillaris","305489"
"Lycenchelys verrillii","159258"
"Lycenchelys antarctica","234625"
"Lycenchelys bellingshauseni","234776"
"Lycenchelys sarsii","127101"
"Lycenchelys hureaui","234758"
"Bothrocara alalongum","313423"
"Lycodapus derjugini","279386"
"Lycodapus antarcticus","234662"
"Lycodapus pachysoma","234603"
"Lycogrammoides schmidti","281448"
"Lyconema barbatum","281449"
"Lycozoarces regani","281451"
"Lycodichthys antarcticus","234759"
"Lycodichthys dearborni","234713"
"Taranetzella lyoderma","282925"
"Melanostigma atlanticum","127120"
"Melanostigma gelatinosum","221433"
"Nalbantichthys elongatus","281630"
"Notolycodes schmidti","281793"
"Oidiphorus brevis","279351"
"Opaeophacus acrogeneius","281887"
"Ophthalmolycus amberensis","234617"
"Ophthalmolycus bothriocephalus","234743"
"Pachycara brachycephalum","234688"
"Pachycara crassiceps","127122"
"Pachycara crossacanthum","274138"
"Phucocoetes latitans","282247"
"Piedrabuenia ringueleti","282260"
"Plesienchelys stehmanni","282286"
"Pogonolycus elegans","282311"
"Puzanovia virgata","254381"
"Seleniolycus laevifasciatus","234701"
"Thermarces cerberus","282964"
"Zoarcidae","125575"
"Zaprora silenus","254353"
"Champsodon snyderi","278647"
"Champsodon capensis","220337"
"Chiasmodon bolangeri","126839"
"Chiasmodon niger","126840"
"Dysalotus alcocki","159665"
"Kali indica","159666"
"Pseudoscopelus altipinnis","126843"
"Astroscopus guttatus","159251"
"Genyagnus monopterygius","280828"
"Ichthyscopus barbatus","281145"
"Kathetostoma albigutta","159255"
"Pleuroscopus pseudodorsalis","219165"
"Selenoscopus turbisquamatus","282749"
"Xenocephalus armatus","315934"
"Uranoscopus japonicus","274040"
"Uranoscopus scaber","127093"
"Uranoscopus albesca","274029"
"Uranoscopus cadenati","274032"
"Uranoscopus polli","274043"
"Uranoscopus dollfusi","274036"
"Uranoscopus guttatus","274039"
"Kathetostoma giganteum","275992"
"Uranoscopidae","125573"
"Trichodon trichodon","283043"
"Arctoscopus japonicus","279686"
"Thyrsites atun","219697"
"Thyrsitops lepidopoides","282972"
"Diplospinus multistriatus","126861"
"Neoepinnula americana","159712"
"Neoepinnula orientalis","159713"
"Lepidocybium flavobrunneum","126863"
"Nesiarchus nasutus","126865"
"Ruvettus pretiosus","126867"
"Paradiplospinus gracilis","219693"
"Paradiplospinus antarcticus","234697"
"Rexea solandri","276890"
"Rexea antefurcata","276888"
"Rexea prometheoides","219695"
"Rexea bengalensis","219696"
"Rexea brevilineata","276889"
"Rexea nakamurai","219694"
"Rexichthys johnpaxtoni","282571"
"Thyrsitoides marleyi","219698"
"Epinnula magistralis","280695"
"Tongaichthys robustus","283009"
"Nealotus tripes","126864"
"Promethichthys prometheus","126866"
"Gempylus serpens","126862"
"Gempylidae","125536"
"Assurger anzac","279766"
"Benthodesmus elongatus","127086"
"Benthodesmus macrophthalmus","274011"
"Benthodesmus tenuis","159834"
"Benthodesmus simonyi","127087"
"Trichiurus lepturus","127089"
"Trichiurus auriga","219706"
"Evoxymetopon poeyi","219704"
"Lepidopus caudatus","127088"
"Lepidopus fitchi","274018"
"Lepidopus dubius","274017"
"Lepturacanthus pantului","281332"
"Lepturacanthus savala","281334"
"Aphanopus carbo","127085"
"Aphanopus intermedius","159833"
"Aphanopus microphthalmus","219700"
"Tentoriceps cristatus","219705"
"Eupleurogrammus muticus","280752"
"Eupleurogrammus glossodon","280751"
"Trichiuridae","125571"
"Ariomma indicum","403237"
"Ariomma bondi","159592"
"Ariomma melanum","159593"
"Centrolophus niger","126831"
"Icichthys australis","234723"
"Schedophilus huttoni","219741"
"Schedophilus ovalis","126834"
"Schedophilus velaini","219742"
"Schedophilus pemarco","273317"
"Schedophilus maculatus","273315"
"Schedophilus medusophagus","126833"
"Schedophilus haedrichi","273314"
"Tubbia tasmanica","219743"
"Seriolella porosa","282757"
"Seriolella brama","282755"
"Seriolella violacea","282760"
"Seriolella punctata","282758"
"Seriolella caerulea","282756"
"Hyperoglyphe antarctica","219737"
"Hyperoglyphe bythites","273310"
"Hyperoglyphe perciformis","126832"
"Psenopsis anomala","277902"
"Centrolophidae","125526"
"Icosteus aenigmaticus","281153"
"Centrodraco acanthopoma","126847"
"Draconetta xenica","221427"
"Scombrolabrax heterolepis","127030"
"Sebastes norvegicus","151324"
"Sebastes viviparus","127255"
"Sebastes entomelas","274791"
"Sebastes flavidus","274795"
"Sebastes serriceps","274853"
"Sebastes rosaceus","274841"
"Sebastes serranoides","274852"
"Sebastes mystinus","274823"
"Sebastes alutus","254573"
"Sebastes paucispinis","274833"
"Sebastes miniatus","274820"
"Sebastes mentella","127254"
"Sebastes capensis","221446"
"Sebastes fasciatus","127252"
"Sebastes pinniger","274836"
"Sebastes goodei","274798"
"Sebastes constellatus","274783"
"Sebastes aleutianus","274771"
"Sebastes borealis","274777"
"Sebastes caurinus","274780"
"Sebastes diploproa","274787"
"Sebastes elongatus","274788"
"Sebastes inermis","274803"
"Sebastes jordani","274806"
"Sebastes maliger","274815"
"Sebastes minor","274821"
"Sebastes schlegeli","306538"
"Sebastes taczanowskii","274859"
"Sebastes reedi","274840"
"Sebastes brevispinis","274778"
"Sebastes melanops","274817"
"Sebastes nigrocinctus","274825"
"Sebastes proriger","274838"
"Sebastes ruberrimus","274844"
"Sebastes wilsoni","274868"
"Sebastes ciliatus","274782"
"Sebastes saxicola","274848"
"Sebastes variegatus","274863"
"Sebastes polyspinis","274837"
"Sebastes nebulosus","274824"
"Sebastes helvomaculatus","274799"
"Sebastes babcocki","274775"
"Sebastes aurora","274774"
"Sebastes zacentrus","274869"
"Sebastes melanostomus","274819"
"Sebastes crameri","274785"
"Sebastes oculatus","274829"
"Sebastes chlorostictus","274781"
"Sebastes carnatus","274779"
"Sebastes levis","274812"
"Sebastes rufus","274847"
"Sebastes auriculatus","274773"
"Brachypterois serrulata","279987"
"Ebosia bleekeri","280581"
"Hoplosebastes armatus","281088"
"Idiastion kyphos","281154"
"Iracundus signifer","218058"
"Neomerinthe amplisquamiceps","276258"
"Scorpaena porcus","127247"
"Scorpaena scrofa","127248"
"Scorpaena brasiliensis","159562"
"Scorpaena grandicornis","274711"
"Scorpaena guttata","274713"
"Scorpaena histrio","274716"
"Scorpaena plumieri","159564"
"Scorpaena sonorae","274736"
"Scorpaena laevis","127243"
"Scorpaena notata","127246"
"Scorpaena angolensis","274698"
"Scorpaena elongata","127242"
"Scorpaena maderensis","274721"
"Scorpaena stephanica","274737"
"Parapterois heterurus","218061"
"Parascorpaena aurita","218065"
"Helicolenus dactylopterus","127251"
"Helicolenus percoides","274770"
"Helicolenus mouchezi","274769"
"Helicolenus barathri","274764"
"Pontinus accraensis","274681"
"Pontinus kuhlii","127240"
"Pontinus macrocephalus","274689"
"Pontinus leda","274688"
"Pontinus nigropunctatus","274691"
"Pontinus sierra","274693"
"Pteroidichthys godfreyi","315438"
"Scorpaenodes africanus","274742"
"Scorpaenodes parvipinnis","218100"
"Scorpaenodes elongatus","274744"
"Scorpaenodes muciparus","274749"
"Scorpaenopsis cacopsis","277519"
"Scorpaenopsis gibbosa","218102"
"Scorpaenopsis cirrhosa","218104"
"Scorpaenopsis barbata","218109"
"Scorpaenopsis lactomaculata","277525"
"Scorpaenopsis venosa","218106"
"Sebastapistes ballieui","274757"
"Sebastiscus marmoratus","282738"
"Sebastiscus tertius","282739"
"Taenianotus triacanthus","218119"
"Thysanichthys crossotus","282974"
"Pterois russelii","218082"
"Pterois volitans","-999"
"Pterois antennata","218081"
"Pterois radiata","218084"
"Pterois sphex","276269"
"Pterois miles","218077"
"Dendrochirus zebra","218053"
"Dendrochirus biocellatus","218051"
"Dendrochirus brachypterus","218052"
"Dendrochirus barberi","277714"
"Rhinopias aphanes","277214"
"Phenacoscorpius adenensis","218072"
"Adelosebastes latens","279508"
"Hozukius emblemarius","281092"
"Sebastolobus alascanus","282740"
"Sebastolobus altivelis","282741"
"Sebastolobus macrochir","282742"
"Trachyscorpia eschmeyeri","274872"
"Trachyscorpia cristulata","127256"
"Trachyscorpia echinata","127257"
"Ectreposebastes imus","159566"
"Lioscorpius longiceps","281363"
"Maxillicosta raoulensis","281533"
"Neosebastes entaxis","281708"
"Setarches guentheri","127258"
"Plectrogenium barsukovi","282284"
"Neoscorpaena nielseni","281705"
"Scorpaenidae","125595"
"Bellator brachychir","276271"
"Trigla lyra","127266"
"Chelidonichthys kumu","218122"
"Chelidonichthys lucerna","127262"
"Chelidonichthys cuculus","127259"
"Chelidonichthys lastoviza","127261"
"Chelidonichthys capensis","218120"
"Chelidonichthys gabonensis","274875"
"Chelidonichthys spinosus","274878"
"Chelidonichthys obscurus","127263"
"Chelidonichthys queketti","218121"
"Lepidotrigla microptera","274905"
"Lepidotrigla brachyoptera","274885"
"Lepidotrigla vanessa","274921"
"Lepidotrigla carolae","274888"
"Lepidotrigla dieuzeidei","127265"
"Lepidotrigla cavillone","127264"
"Lepidotrigla cadmani","274886"
"Lepidotrigla bispinosa","218126"
"Lepidotrigla faurei","218123"
"Prionotus alatus","159570"
"Prionotus punctatus","276288"
"Prionotus nudigula","276286"
"Prionotus paralatus","276287"
"Prionotus carolinus","159571"
"Pterygotrigla polyommata","277050"
"Pterygotrigla picta","277049"
"Pterygotrigla guezei","214687"
"Eutrigla gurnardus","150637"
"Triglidae","125598"
"Erilepis zonifer","280700"
"Anoplopoma fimbria","159463"
"Hoplichthys acanthopleurus","221443"
"Zanclorhynchus spinifer","234683"
"Perryena leucometopon","282222"
"Congiopodus peruvianus","278357"
"Alertichthys blacki","279552"
"Cottunculus microps","127235"
"Cottunculus thomsonii","127237"
"Dasycottus setiger","280488"
"Ebinania vermiculata","274672"
"Eurymen gyrinus","254565"
"Malacocottus gibber","279441"
"Psychrolutes macrocephalus","221445"
"Neophrynichthys angustus","315005"
"Cyclopterus lumpus","127214"
"Cyclopteropsis lindbergi","274489"
"Eumicrotremus derjugini","127215"
"Eumicrotremus taranetzi","274496"
"Lethotremus awae","254347"
"Aptocyclus ventricosus","254299"
"Cyclopteridae","125590"
"Gargariscus prionocephalus","280815"
"Heminodus japonicus","281029"
"Peristedion cataphractum","127233"
"Peristedion liorhynchus","274642"
"Peristedion longispatha","274643"
"Peristedion weberi","215622"
"Satyrichthys adeni","215625"
"Satyrichthys investigatoris","215624"
"Satyrichthys welchi","276950"
"Acantholiparis opercularis","279480"
"Careproctus bathycoetus","274412"
"Careproctus furcellus","254548"
"Careproctus jordani","306216"
"Careproctus melanurus","254549"
"Careproctus georgianus","234643"
"Careproctus continentalis","274417"
"Careproctus ampliceps","234764"
"Careproctus catherinae","234620"
"Careproctus inflexidens","234598"
"Careproctus polarsterni","234818"
"Careproctus pseudoprofundicola","234746"
"Careproctus vladibeckeri","274482"
"Careproctus longipinnis","146774"
"Careproctus reinhardti","127212"
"Crystallichthys cyclospilus","280451"
"Edentoliparis terraenovae","234699"
"Liparis callyodon","274505"
"Liparis coheni","159525"
"Liparis fabricii","127218"
"Liparis gibbus","159526"
"Liparis liparis","127219"
"Liparis montagui","127220"
"Liparis tunicatus","154825"
"Liparis tanakae","274541"
"Lipariscus nanus","281365"
"Nectoliparis pelagicus","281641"
"Osteodiscus cascadiae","281946"
"Paraliparis antarcticus","274548"
"Paraliparis bathybius","127222"
"Paraliparis copei","159530"
"Paraliparis gracilis","234590"
"Paraliparis meridionalis","274598"
"Paraliparis trilobodon","234780"
"Paraliparis tetrapteryx","234815"
"Paraliparis meganchus","234769"
"Paraliparis devriesi","234658"
"Paraliparis andriashevi","234755"
"Paraliparis fuscolingua","234634"
"Paraliparis macrocephalus","234652"
"Paraliparis rossi","234760"
"Paraliparis kerguelensis","234698"
"Rhinoliparis attenuatus","282584"
"Rhodichthys regina","127231"
"Genioliparis lindbergi","234605"
"Liparidae","234519"
"Ereunias grallator","280697"
"Marukawichthys ambulator","281525"
"Bembradium roseum","279893"
"Bembras japonicus","313900"
"Parabembras curtus","278619"
"Bathylutichthys taranetzi","279874"
"Scorpaeniformes","10329"
"Atrophacanthus japonicus","219866"
"Bathyphylax bombifrons","219867"
"Halimochirurgus alcocki","280983"
"Hollardia hollardi","281084"
"Johnsonina eriomma","281203"
"Macrorhamphosodes platycheilus","278161"
"Parahollardia lineata","282046"
"Paratriacanthodes herrei","219870"
"Triacanthodes anomalus","277024"
"Tydemania navigatoris","221469"
"Lophius piscatorius","126555"
"Lophius budegassa","126554"
"Lophius americanus","159184"
"Lophius vaillanti","272601"
"Lophius vomerinus","217839"
"Lophius gastrophysus","159185"
"Lophius litulon","272600"
"Lophiomus setigerus","217838"
"Lophiodes caulinaris","278525"
"Lophiodes kempi","278529"
"Lophiodes mutilus","217837"
"Lophiodes insidiator","217836"
"Lophiidae","125493"
"Bathychaunax coloratus","308719"
"Chaunax abei","272548"
"Chaunax pictus","126539"
"Dibranchus atlanticus","126558"
"Halicmetus reticulatus","280980"
"Halieutaea brevicauda","279061"
"Halieutaea stellata","220344"
"Halieutichthys aculeatus","159190"
"Halieutopsis micropa","278805"
"Halieutopsis galatea","278802"
"Malthopsis annulifera","277540"
"Ogcocephalus corniger","159192"
"Ogcocephalus nasutus","275908"
"Zalieutes elater","283203"
"Caulophryne jordani","126534"
"Melanocetus johnsoni","221410"
"Melanocetus rossi","234637"
"Melanocetus murrayi","126557"
"Melanocetidae","125494"
"Phrynichthys wedli","320236"
"Diceratias bispinosus","272555"
"Himantolophus albinares","126543"
"Himantolophus groenlandicus","126545"
"Bertella idiomorpha","279907"
"Chaenophryne draco","126559"
"Chirophryne xenolophus","280160"
"Danaphryne nigrifilis","159201"
"Dolopichthys danae","126563"
"Lophodolos acanthognathus","126567"
"Microlophichthys microlophus","126568"
"Oneirodes acanthias","272620"
"Oneirodes notius","234745"
"Pentherichthys venustus","126576"
"Spiniphryne gladisfenae","159211"
"Oneirodidae","125496"
"Gigantactis elsmani","272559"
"Rhynchactis leptonema","282607"
"Neoceratias spinifer","159187"
"Cryptopsaras couesii","126538"
"Ceratias holboelli","126537"
"Ceratias tentaculatus","221406"
"Haplophryne mollis","126547"
"Linophryne algibarbata","159180"
"Linophryne lucifer","126550"
"Photocorynus spiniceps","282243"
"Lophichthys boschmai","281390"
"Centrophryne spinulosa","126536"
"Perciformes","11014"
"Clupea harengus","126417"
"Clupea pallasii","151159"
"Chirocentrodon bleekerianus","280154"
"Amblygaster clupeoides","278995"
"Amblygaster leiogaster","217440"
"Amblygaster sirm","217439"
"Sardinella brachysoma","212274"
"Sardinella rouxi","272276"
"Sardinella gibbosa","212277"
"Sardinella longiceps","212269"
"Sardinella melanura","212271"
"Sardinella fimbriata","272269"
"Sardinella sindensis","212273"
"Sardinella aurita","126422"
"Sardinella neglecta","212272"
"Sardinella jussieui","-999"
"Sardinella maderensis","126423"
"Sardinella albella","212268"
"Sardinella zunasi","272277"
"Sardinella lemuru","272273"
"Sardinella brasiliensis","300551"
"Sardinella fijiense","272268"
"Sardinops sagax","217452"
"Brevoortia aurea","275498"
"Brevoortia pectinata","275501"
"Brevoortia tyrannus","158691"
"Brevoortia patronus","275500"
"Brevoortia smithi","158690"
"Dussumieria acuta","126419"
"Dussumieria elopsoides","212259"
"Ethmalosa fimbriata","280725"
"Etrumeus teres","158693"
"Etrumeus whiteheadi","217441"
"Harengula clupeola","277549"
"Harengula thrissina","277552"
"Harengula jaguana","277551"
"Jenkinsia lamprotaenia","281198"
"Jenkinsia stolifera","281201"
"Opisthonema libertate","275504"
"Opisthonema oglinum","158695"
"Opisthonema bulleri","275503"
"Opisthonema medirastre","275505"
"Spratelloides gracilis","212263"
"Spratelloides delicatulus","126424"
"Lile piquitinga","281352"
"Lile stolifera","281353"
"Sardina pilchardus","126421"
"Sprattus sprattus","126425"
"Sprattus fuegensis","272281"
"Sprattus antipodum","272280"
"Ethmidium maculatum","280726"
"Herklotsichthys quadrimaculat..message","Not found"
"Herklotsichthys dispilonotus","272263"
"Herklotsichthys gotoi","272264"
"Herklotsichthys lossei","212266"
"Herklotsichthys punctatus","126420"
"Herklotsichthys spilurus","1621413"
"Escualosa thoracata","280714"
"Strangomera bentincki","282909"
"Ramnogaster arcuata","282546"
"Spratellomorpha bianalis","212262"
"Dayella malabarica","280495"
"Ehirava fluviatilis","280592"
"Hyperlophus vittatus","281096"
"Clupeidae","125464"
"Engraulis encrasicolus","126426"
"Engraulis japonicus","219984"
"Engraulis anchoita","272284"
"Engraulis mordax","272286"
"Engraulis ringens","272287"
"Engraulis capensis","-999"
"Encrasicholina devisi","219981"
"Encrasicholina heteroloba","219980"
"Encrasicholina punctifer","219982"
"Cetengraulis edentulus","280091"
"Cetengraulis mysticetus","280092"
"Anchoa argentivittata","275507"
"Anchoa curta","275514"
"Anchoa marinii","275525"
"Anchoa choerostoma","275510"
"Anchoa nasus","275528"
"Anchoa eigenmannia","275516"
"Anchoa ischana","275520"
"Anchoa januaria","275521"
"Anchoa panamensis","275529"
"Anchoa hepsetus","158698"
"Anchoa filifera","275518"
"Anchoa compressa","275512"
"Anchoa pectoralis","275531"
"Anchoa cubana","275513"
"Anchoa mitchilli","158699"
"Anchoa lamprotaenia","275522"
"Anchoa lyolepis","275524"
"Anchoa spinifer","275533"
"Anchoa tricolor","275535"
"Anchoa trinitatis","275536"
"Anchovia macrolepidota","279608"
"Anchovia clupeoides","279607"
"Anchovia surinamensis","279609"
"Anchoviella cayennensis","275541"
"Anchoviella elongata","275542"
"Anchoviella brevirostris","275540"
"Coilia dussumieri","219979"
"Coilia macrognathos","279081"
"Coilia mystus","279082"
"Setipinna breviceps","282764"
"Setipinna taty","282768"
"Stolephorus commersonii","212285"
"Stolephorus baganensis","275318"
"Stolephorus chinensis","275321"
"Stolephorus indicus","212280"
"Stolephorus insularis","212284"
"Stolephorus tri","275328"
"Stolephorus waitei","212282"
"Stolephorus andhraensis","275316"
"Stolephorus brachycephalus","275319"
"Stolephorus carpentariae","275320"
"Stolephorus holodon","212287"
"Thryssa hamiltonii","275555"
"Thryssa vitrirostris","212290"
"Thryssa malabarica","212288"
"Thryssa mystax","275559"
"Thryssa purava","275561"
"Thryssa baelama","212291"
"Thryssa setirostris","212289"
"Thryssa dussumieri","275553"
"Thryssa encrasicholoides","158704"
"Thryssa kammalensis","275556"
"Thryssa whiteheadi","275565"
"Thryssa brevicauda","275550"
"Engraulidae","125465"
"Chirocentrus dorab","212257"
"Chirocentrus nudus","212258"
"Sarda sarda","127021"
"Sarda orientalis","219713"
"Sarda chiliensis","293729"
"Sarda australis","273809"
"Orcynopsis unicolor","127019"
"Acanthocybium solandri","127014"
"Gymnosarda unicolor","219712"
"Scomberomorus sinensis","273822"
"Scomberomorus commerson","127024"
"Scomberomorus guttatus","219716"
"Scomberomorus lineolatus","273814"
"Scomberomorus cavalla","159340"
"Scomberomorus maculatus","159342"
"Scomberomorus regalis","273819"
"Scomberomorus sierra","273821"
"Scomberomorus queenslandicus","273818"
"Scomberomorus tritor","127025"
"Scomberomorus niphonius","273817"
"Scomberomorus semifasciatus","273820"
"Scomberomorus brasiliensis","273811"
"Scomberomorus koreanus","273813"
"Scomberomorus concolor","273812"
"Scomberomorus multiradiatus","273815"
"Scomberomorus plurilineatus","219719"
"Scomberomorus munroi","273816"
"Gasterochisma melampus","219709"
"Cybiosarda elegans","280459"
"Grammatorcynus bicarinatus","278433"
"Grammatorcynus bilineatus","278434"
"Auxis thazard","127016"
"Auxis rochei","127015"
"Euthynnus alletteratus","127017"
"Euthynnus lineatus","273806"
"Euthynnus affinis","219708"
"Katsuwonus pelamis","127018"
"Thunnus thynnus","127029"
"Thunnus orientalis","273823"
"Thunnus tonggol","219722"
"Thunnus atlanticus","159343"
"Thunnus alalunga","-999"
"Thunnus maccoyii","219720"
"Thunnus albacares","127027"
"Thunnus obesus","127028"
"Allothunnus fallai","219707"
"Istiophorus platypterus","158812"
"Istiophorus albicans","126949"
"Makaira mazara","219729"
"Makaira nigricans","126950"
"Istiompax indica","712905"
"Kajikia albida","712906"
"Kajikia audax","712907"
"Tetrapturus belone","126952"
"Tetrapturus angustirostris","219734"
"Tetrapturus pfluegeri","126954"
"Tetrapturus georgii","126953"
"Istiophoridae","125539"
"Xiphias gladius","127094"
"Scombroidei","151748"
"Mallotus villosus","126735"
"Belone belone","126375"
"Petalichthys capensis","217875"
"Platybelone argalus","126377"
"Ablennes hians","159246"
"Strongylura senegalensis","275985"
"Strongylura strongylura","275986"
"Strongylura exilis","275978"
"Strongylura timucu","275987"
"Strongylura marina","159256"
"Strongylura leiura","217876"
"Tylosurus acus","126378"
"Tylosurus crocodilus","159259"
"Tylosurus choram","126379"
"Belonidae","125451"
"Scomberesox saurus","126392"
"Scomberesox simulans","272202"
"Cololabis saira","280366"
"Scomberesocidae","125454"
"Chriodorus atherinoides","280164"
"Dermogenys brachynotopterus","280510"
"Hyporhamphus affinis","213170"
"Hyporhamphus gilli","272181"
"Hyporhamphus ihi","272182"
"Hyporhamphus roberti","293617"
"Hyporhamphus snyderi","272198"
"Hyporhamphus unifasciatus","159281"
"Hyporhamphus picarti","126390"
"Hyporhamphus sajori","272196"
"Hyporhamphus rosae","272195"
"Hyporhamphus intermedius","272183"
"Hyporhamphus limbatus","272185"
"Hyporhamphus quoyi","272192"
"Hyporhamphus sindensis","272197"
"Hyporhamphus unicuspis","272199"
"Hemiramphus far","126389"
"Hemiramphus brasiliensis","159279"
"Hemiramphus marginatus","220013"
"Hemiramphus balao","159278"
"Hemiramphus archipelagicus","272174"
"Hemiramphus saltator","272178"
"Hemirhamphodon chrysopunctatus","281031"
"Euleptorhamphus viridis","220012"
"Euleptorhamphus velox","159276"
"Melapedalion breve","281548"
"Nomorhamphus ravnaki","298268"
"Arrhamphus sclerolepis","293547"
"Rhynchorhamphus georgii","220015"
"Tondanichthys kottelati","719669"
"Zenarchopterus dispar","220018"
"Hemiramphidae","125453"
"Exocoetus volitans","126385"
"Exocoetus obtusirostris","126384"
"Cypselurus oligolepis","217867"
"Cypselurus agoo","312441"
"Cypselurus simus","312479"
"Cypselurus poecilopterus","217864"
"Fodiator acutus","280791"
"Prognichthys brevipinnis","217873"
"Prognichthys gibbifrons","277924"
"Parexocoetus brachypterus","217872"
"Parexocoetus mento","126388"
"Oxyporhamphus convexus","276979"
"Oxyporhamphus micropterus","217871"
"Hirundichthys affinis","159265"
"Hirundichthys rondeletii","126386"
"Hirundichthys oxycephalus","272171"
"Cheilopogon furcatus","159261"
"Cheilopogon heterurus","126382"
"Cheilopogon nigricans","217861"
"Cheilopogon spilopterus","272164"
"Cheilopogon suttoni","217859"
"Cheilopogon cyanopterus","217862"
"Cheilopogon melanurus","272157"
"Cheilopogon milleri","272158"
"Cheilopogon pinnatibarbatus","126383"
"Cheilopogon atrisignis","217863"
"Exocoetidae","125452"
"Lampris guttatus","126522"
"Lampris immaculatus","234664"
"Metavelifer multiradiatus","217885"
"Velifer hypselopterus","217887"
"Eumecichthys fiski","217888"
"Lophotus lacepede","126523"
"Lophotus capellei","272528"
"Desmodema polystictum","158922"
"Trachipterus trachypterus","126528"
"Trachipterus arcticus","126527"
"Trachipterus jacksonensis","272534"
"Trachipterus ishikawae","272533"
"Zu elongatus","221405"
"Zu cristatus","126529"
"Trachipteridae","125483"
"Regalecus glesne","126525"
"Agrostichthys parkeri","279523"
"Gymnetrus russelii","318287"
"Regalecidae","125481"
"Stylephorus chordatus","126526"
"Ateleopus indicus","276689"
"Ateleopus natalensis","221389"
"Guentherus altivela","272023"
"Ijimaia dofleini","272024"
"Ijimaia loppei","126330"
"Ateleopodidae","125437"
"Eutaeniophorus festivus","126409"
"Mirapinna esau","126410"
"Parataeniophorus brevis","272247"
"Ataxolepis apus","126408"
"Cetomimoides parri","280093"
"Radiicephalus elongatus","126524"
"Gulaphallus bikolanus","1525543"
"Neostethus amaricola","281718"
"Phallostethus dunckeri","1017371"
"Phenacostethus posthon","282234"
"Atherinella argentea","279794"
"Odontesthes regia","281830"
"Odontesthes smitti","990516"
"Atherina boyeri","272027"
"Atherina hepsetus","272028"
"Atherina presbyter","272030"
"Atherina breviceps","217877"
"Atherina lopeziana","272029"
"Atherinomorus balabacensis","272032"
"Atherinomorus lacunosus","126331"
"Atherinops affinis","279812"
"Atherion africanus","217881"
"Eurystole eriarcha","317995"
"Coleotropis blackburni","317310"
"Leuresthes sardina","281343"
"Leuresthes tenuis","281344"
"Colpichthys hubbsi","280368"
"Menidia beryllina","159227"
"Menidia menidia","159228"
"Craterocephalus capreoli","280415"
"Melaniris pachylepis","319174"
"Melanorhinus cyanellus","281545"
"Atherinosoma wallacei","313810"
"Membras analis","275926"
"Stenatherina panatela","282882"
"Hypoatherina barnesi","217884"
"Hypoatherina temminckii","217883"
"Atherinopsis californiensis","279813"
"Teramulus kieneri","282941"
"Atherinidae","125438"
"Iso flosmaris","276751"
"Notocheirus hubbsi","281775"
"Kalyptatherina helodes","281206"
"Paratherina cyanea","1015279"
"Quirichthys stramineus","1529058"
"Telmatherina abendanoni","1017372"
"Tominanga aurea","283005"
"Dentatherina merceri","280500"
"Lactarius lactarius","218381"
"Pomatomus saltatrix","151482"
"Rachycentron canadum","127006"
"Alepes djedaba","126800"
"Alepes melanoptera","273269"
"Alepes vari","218383"
"Alepes kleinii","273268"
"Atule mate","218384"
"Trachurus trachurus","126822"
"Trachurus picturatus","126821"
"Trachurus japonicus","273302"
"Trachurus murphyi","273303"
"Trachurus symmetricus","273305"
"Trachurus mediterraneus","126820"
"Trachurus lathami","159655"
"Trachurus capensis","218444"
"Trachurus trecae","126823"
"Trachurus declivis","273301"
"Trachurus delagoa","218445"
"Trachurus indicus","218443"
"Trachurus novaezelandiae","273304"
"Pantolabus radiatus","281991"
"Pseudocaranx chilensis","273281"
"Pseudocaranx wrighti","273282"
"Pseudocaranx dentex","126812"
"Decapterus punctatus","126808"
"Decapterus kurroides","218428"
"Decapterus macrosoma","218426"
"Decapterus muroadsi","273279"
"Decapterus maruadsi","273278"
"Decapterus russelli","218427"
"Decapterus tabl","159484"
"Decapterus macarellus","126807"
"Caranx bucculentus","273270"
"Caranx caballus","273271"
"Caranx caninus","273272"
"Caranx heberi","218403"
"Caranx ignobilis","218414"
